,weight,total_gross_income,pitax,table_row
37445,755.6755186996138,0.0,0.0,1
17744,831.2430705695751,0.0,0.0,1
37452,755.6755186996138,0.0,0.0,1
37365,648.7750794689366,0.0,0.0,1
154077,200.89910131282411,0.0,0.0,1
154084,200.89910131282411,0.0,0.0,1
17733,831.2430705695751,0.0,0.0,1
125585,278.3097642040041,0.0,0.0,1
154086,200.89910131282411,0.0,0.0,1
17730,831.2430705695751,0.0,0.0,1
125583,278.3097642040041,0.0,0.0,1
89682,265.4079870554741,0.0,0.0,1
125589,274.62354216156695,0.0,0.0,1
125525,309.6426515647198,0.0,0.0,1
89605,294.8977633949712,0.0,0.0,1
17841,750.1461856359581,0.0,0.0,1
17926,871.7915130363837,0.0,0.0,1
17923,871.7915130363837,0.0,0.0,1
76723,1057.9457261794594,0.0,0.0,1
37272,670.8924117235596,0.0,0.0,1
76722,1057.9457261794594,0.0,0.0,1
37275,670.8924117235596,0.0,0.0,1
125783,281.99598624644125,0.0,0.0,1
125780,281.99598624644125,0.0,0.0,1
37290,790.6946281027666,0.0,0.0,1
125761,165.87999190967128,0.0,0.0,1
17910,871.7915130363837,0.0,0.0,1
17909,871.7915130363837,0.0,0.0,1
76721,1057.9457261794594,0.0,0.0,1
37297,790.6946281027666,0.0,0.0,1
153912,300.4270964586269,0.0,0.0,1
89585,294.8977633949712,0.0,0.0,1
153913,243.29065480085129,0.0,0.0,1
153888,300.4270964586269,0.0,0.0,1
125787,281.99598624644125,0.0,0.0,1
153835,195.36976824916843,0.0,0.0,1
37229,663.5199676386851,0.0,0.0,1
125818,342.8186499466541,0.0,0.0,1
153840,195.36976824916843,0.0,0.0,1
37238,663.5199676386851,0.0,0.0,1
57631,2036.63767844652,0.0,0.0,1
125805,296.7408744161898,0.0,0.0,1
153856,186.1542131430756,0.0,0.0,1
37247,670.8924117235596,0.0,0.0,1
17948,871.7915130363837,0.0,0.0,1
37251,670.8924117235596,0.0,0.0,1
17940,871.7915130363837,0.0,0.0,1
153880,186.1542131430756,0.0,0.0,1
17938,871.7915130363837,0.0,0.0,1
37256,670.8924117235596,0.0,0.0,1
37268,670.8924117235596,0.0,0.0,1
153915,243.29065480085129,0.0,0.0,1
89594,294.8977633949712,0.0,0.0,1
17898,871.7915130363837,0.0,0.0,1
125719,331.7599838193425,0.0,0.0,1
37323,720.656409296461,0.0,0.0,1
37327,720.656409296461,0.0,0.0,1
125716,331.7599838193425,0.0,0.0,1
125706,409.1706467105225,0.0,0.0,1
125700,344.6617609678726,0.0,0.0,1
37337,720.656409296461,0.0,0.0,1
76714,1057.9457261794594,0.0,0.0,1
76709,1057.9457261794594,0.0,0.0,1
37346,720.656409296461,0.0,0.0,1
89600,294.8977633949712,0.0,0.0,1
89601,294.8977633949712,0.0,0.0,1
17845,750.1461856359581,0.0,0.0,1
89602,294.8977633949712,0.0,0.0,1
153988,283.83909726765984,0.0,0.0,1
37317,790.6946281027666,0.0,0.0,1
17870,737.2444084874281,0.0,0.0,2
153957,243.29065480085129,0.0,0.0,2
17872,737.2444084874281,0.0,0.0,2
89596,294.8977633949712,0.0,0.0,2
17893,737.2444084874281,0.0,0.0,2
125727,361.24976015883976,0.0,0.0,2
17891,737.2444084874281,0.0,0.0,2
37310,790.6946281027666,0.0,0.0,2
37311,790.6946281027666,0.0,0.0,2
76717,1057.9457261794594,0.0,0.0,2
57603,1393.391932041239,0.0,0.0,2
37312,790.6946281027666,0.0,0.0,2
17885,737.2444084874281,0.0,0.0,2
153940,243.29065480085129,0.0,0.0,2
17878,737.2444084874281,0.0,0.0,2
153948,243.29065480085129,0.0,0.0,2
17875,737.2444084874281,0.0,0.0,2
153953,243.29065480085129,0.0,0.0,2
63633,672.7355227447781,0.0,0.0,2
153934,243.29065480085129,0.0,0.0,2
76599,1380.490154892709,0.0,0.0,2
154119,245.13376582206985,0.0,0.0,2
37505,1231.198162174005,0.0,0.0,2
154337,270.9373201191298,0.0,0.0,2
154338,270.9373201191298,0.0,0.0,2
125158,293.0546523737527,0.0,0.0,2
125142,466.3070883682983,0.0,0.0,2
154350,270.9373201191298,0.0,0.0,2
154352,270.9373201191298,0.0,0.0,2
37710,1338.098601404682,0.0,0.0,2
57497,1021.083505755088,0.0,0.0,2
37722,1010.0248396277764,0.0,0.0,2
76618,923.3986216305036,0.0,0.0,2
154367,270.9373201191298,0.0,0.0,2
154370,270.9373201191298,0.0,0.0,2
154371,270.9373201191298,0.0,0.0,2
125118,311.48576258593835,0.0,0.0,2
37728,1010.0248396277764,0.0,0.0,2
63732,1349.1572675319935,0.0,0.0,2
63744,1332.569268341026,0.0,0.0,2
154330,270.9373201191298,0.0,0.0,2
154327,270.9373201191298,0.0,0.0,2
37651,862.5759579302909,0.0,0.0,2
37654,862.5759579302909,0.0,0.0,2
154295,283.83909726765984,0.0,0.0,2
125233,328.0737617769055,0.0,0.0,2
125223,348.34798301030975,0.0,0.0,2
154305,283.83909726765984,0.0,0.0,2
125220,348.34798301030975,0.0,0.0,2
125213,348.34798301030975,0.0,0.0,2
125210,348.34798301030975,0.0,0.0,2
154310,283.83909726765984,0.0,0.0,2
125205,348.34798301030975,0.0,0.0,2
125198,348.34798301030975,0.0,0.0,2
37674,862.5759579302909,0.0,0.0,2
37687,1338.098601404682,0.0,0.0,2
154315,283.83909726765984,0.0,0.0,2
154329,270.9373201191298,0.0,0.0,2
154375,270.9373201191298,0.0,0.0,2
154381,270.9373201191298,0.0,0.0,2
17440,720.656409296461,0.0,0.0,2
125008,315.1719846283755,0.0,0.0,2
124997,285.6822082888784,0.0,0.0,2
17389,775.949739933018,0.0,0.0,2
17388,775.949739933018,0.0,0.0,2
37785,812.8119603573895,0.0,0.0,2
37786,812.8119603573895,0.0,0.0,2
17381,775.949739933018,0.0,0.0,2
37790,812.8119603573895,0.0,0.0,2
17379,775.949739933018,0.0,0.0,2
154445,293.0546523737527,0.0,0.0,2
17376,775.949739933018,0.0,0.0,2
37792,812.8119603573895,0.0,0.0,2
17372,775.949739933018,0.0,0.0,2
37794,812.8119603573895,0.0,0.0,2
17369,775.949739933018,0.0,0.0,2
17396,775.949739933018,0.0,0.0,2
125011,315.1719846283755,0.0,0.0,2
125012,315.1719846283755,0.0,0.0,2
37775,812.8119603573895,0.0,0.0,2
63748,1004.4955065641208,0.0,0.0,2
17438,720.656409296461,0.0,0.0,2
76609,1380.490154892709,0.0,0.0,2
125076,280.15287522522266,0.0,0.0,2
57481,1221.982607067912,0.0,0.0,2
154403,261.72176501303693,0.0,0.0,2
89776,280.15287522522266,0.0,0.0,2
37650,862.5759579302909,0.0,0.0,2
154406,261.72176501303693,0.0,0.0,2
125033,256.1924319493813,0.0,0.0,2
89781,280.15287522522266,0.0,0.0,2
154414,261.72176501303693,0.0,0.0,2
125031,256.1924319493813,0.0,0.0,2
125027,287.52531931009696,0.0,0.0,2
154421,261.72176501303693,0.0,0.0,2
125017,315.1719846283755,0.0,0.0,2
76605,1380.490154892709,0.0,0.0,2
17673,965.7901751185308,0.0,0.0,2
125253,328.0737617769055,0.0,0.0,2
154281,228.54576663110268,0.0,0.0,2
63691,1257.0017164710648,0.0,0.0,2
89718,276.4666531827855,0.0,0.0,2
76650,923.3986216305036,0.0,0.0,2
154169,237.7613217371956,0.0,0.0,2
154171,237.7613217371956,0.0,0.0,2
17629,965.7901751185308,0.0,0.0,2
154173,237.7613217371956,0.0,0.0,2
17621,965.7901751185308,0.0,0.0,2
37562,775.949739933018,0.0,0.0,2
63700,1257.0017164710648,0.0,0.0,2
17611,707.7546321479309,0.0,0.0,2
17608,707.7546321479309,0.0,0.0,2
89732,276.4666531827855,0.0,0.0,2
17603,707.7546321479309,0.0,0.0,2
37579,775.949739933018,0.0,0.0,2
17637,965.7901751185308,0.0,0.0,2
63705,1257.0017164710648,0.0,0.0,2
125441,329.916872798124,0.0,0.0,2
37537,986.0643963519352,0.0,0.0,2
154126,245.13376582206985,0.0,0.0,2
17669,965.7901751185308,0.0,0.0,2
17668,965.7901751185308,0.0,0.0,2
154131,245.13376582206985,0.0,0.0,2
125498,294.8977633949712,0.0,0.0,2
154141,245.13376582206985,0.0,0.0,2
37515,986.0643963519352,0.0,0.0,2
125491,294.8977633949712,0.0,0.0,2
154142,245.13376582206985,0.0,0.0,2
125486,302.27020747984545,0.0,0.0,2
37523,986.0643963519352,0.0,0.0,2
76655,923.3986216305036,0.0,0.0,2
17649,965.7901751185308,0.0,0.0,2
125477,302.27020747984545,0.0,0.0,2
37530,986.0643963519352,0.0,0.0,2
125444,329.916872798124,0.0,0.0,2
17598,707.7546321479309,0.0,0.0,2
125361,283.83909726765984,0.0,0.0,2
89739,276.4666531827855,0.0,0.0,2
17554,748.3030746147394,0.0,0.0,2
125280,329.916872798124,0.0,0.0,2
76635,923.3986216305036,0.0,0.0,2
154264,228.54576663110268,0.0,0.0,2
37633,766.7341848269251,0.0,0.0,2
17544,748.3030746147394,0.0,0.0,2
125268,328.0737617769055,0.0,0.0,2
63716,1257.0017164710648,0.0,0.0,2
17539,748.3030746147394,0.0,0.0,2
57511,1413.6661532746432,0.0,0.0,2
17537,748.3030746147394,0.0,0.0,2
37642,862.5759579302909,0.0,0.0,2
125262,328.0737617769055,0.0,0.0,2
37647,862.5759579302909,0.0,0.0,2
154280,228.54576663110268,0.0,0.0,2
63711,1257.0017164710648,0.0,0.0,2
63710,1257.0017164710648,0.0,0.0,2
17560,748.3030746147394,0.0,0.0,2
17563,748.3030746147394,0.0,0.0,2
154219,291.2115413525341,0.0,0.0,2
17591,707.7546321479309,0.0,0.0,2
125338,305.9564295222827,0.0,0.0,2
125337,305.9564295222827,0.0,0.0,2
125328,291.2115413525341,0.0,0.0,2
154225,291.2115413525341,0.0,0.0,2
125324,291.2115413525341,0.0,0.0,2
17527,722.4995203176795,0.0,0.0,2
17580,707.7546321479309,0.0,0.0,2
125312,278.3097642040041,0.0,0.0,2
89742,276.4666531827855,0.0,0.0,2
154237,228.54576663110268,0.0,0.0,2
17572,748.3030746147394,0.0,0.0,2
57519,1413.6661532746432,0.0,0.0,2
125297,344.6617609678726,0.0,0.0,2
125296,344.6617609678726,0.0,0.0,2
37602,766.7341848269251,0.0,0.0,2
40160,141.91954863382992,0.0,0.0,2
14490,606.3835259809096,0.0,0.0,2
14495,606.3835259809096,0.0,0.0,2
116894,632.1870802779695,0.0,0.0,2
167256,36.8622204243714,0.0,0.0,2
116889,587.9524157687239,0.0,0.0,2
74122,1207.2377188981634,0.0,0.0,2
167275,36.8622204243714,0.0,0.0,2
74109,1207.2377188981634,0.0,0.0,2
167284,36.8622204243714,0.0,0.0,2
74104,1207.2377188981634,0.0,0.0,2
11440,1485.5474831021677,0.0,0.0,2
74099,1207.2377188981634,0.0,0.0,2
167298,36.8622204243714,0.0,0.0,2
116867,587.9524157687239,0.0,0.0,2
167302,36.8622204243714,0.0,0.0,2
93717,390.73953649833686,0.0,0.0,2
93718,390.73953649833686,0.0,0.0,2
116895,632.1870802779695,0.0,0.0,2
74098,1207.2377188981634,0.0,0.0,2
74150,1395.2350430624576,0.0,0.0,2
93708,390.73953649833686,0.0,0.0,2
167187,35.01910940315283,0.0,0.0,2
93701,392.58264751955545,0.0,0.0,2
167192,35.01910940315283,0.0,0.0,2
116934,632.1870802779695,0.0,0.0,2
167198,35.01910940315283,0.0,0.0,2
116931,632.1870802779695,0.0,0.0,2
167206,49.7639975729014,0.0,0.0,2
167214,49.7639975729014,0.0,0.0,2
167218,49.7639975729014,0.0,0.0,2
93707,390.73953649833686,0.0,0.0,2
74166,1395.2350430624576,0.0,0.0,2
11478,1485.5474831021677,0.0,0.0,2
74165,1395.2350430624576,0.0,0.0,2
116925,632.1870802779695,0.0,0.0,2
116921,632.1870802779695,0.0,0.0,2
116919,632.1870802779695,0.0,0.0,2
167186,35.01910940315283,0.0,0.0,2
167320,31.33288736071569,0.0,0.0,2
116852,709.5977431691496,0.0,0.0,2
11389,1378.6470438714905,0.0,0.0,2
167372,35.01910940315283,0.0,0.0,2
11387,1378.6470438714905,0.0,0.0,2
116821,645.0888574264995,0.0,0.0,2
116820,645.0888574264995,0.0,0.0,2
42885,1183.277275622322,0.0,0.0,2
55607,2095.617231125514,0.0,0.0,2
55605,2095.617231125514,0.0,0.0,2
167394,35.01910940315283,0.0,0.0,2
93738,390.73953649833686,0.0,0.0,2
116800,645.0888574264995,0.0,0.0,2
74040,1511.3510373992274,0.0,0.0,2
116798,645.0888574264995,0.0,0.0,2
116797,645.0888574264995,0.0,0.0,2
167406,35.01910940315283,0.0,0.0,2
167371,35.01910940315283,0.0,0.0,2
167324,31.33288736071569,0.0,0.0,2
11391,1378.6470438714905,0.0,0.0,2
74064,1511.3510373992274,0.0,0.0,2
11423,1378.6470438714905,0.0,0.0,2
116843,709.5977431691496,0.0,0.0,2
116842,709.5977431691496,0.0,0.0,2
74082,1207.2377188981634,0.0,0.0,2
74076,1207.2377188981634,0.0,0.0,2
42869,1183.277275622322,0.0,0.0,2
116836,709.5977431691496,0.0,0.0,2
93724,390.73953649833686,0.0,0.0,2
11409,1378.6470438714905,0.0,0.0,2
11407,1378.6470438714905,0.0,0.0,2
93725,390.73953649833686,0.0,0.0,2
167349,31.33288736071569,0.0,0.0,2
55613,1926.051017173406,0.0,0.0,2
167354,35.01910940315283,0.0,0.0,2
42876,1183.277275622322,0.0,0.0,2
93729,390.73953649833686,0.0,0.0,2
74180,2259.654112013967,0.0,0.0,2
74184,2259.654112013967,0.0,0.0,2
167173,35.01910940315283,0.0,0.0,2
65780,1181.4341646011037,0.0,0.0,2
93646,469.9933104107354,0.0,0.0,2
93650,469.9933104107354,0.0,0.0,2
117044,840.4586256756679,0.0,0.0,2
11592,1273.589715662032,0.0,0.0,2
11591,1273.589715662032,0.0,0.0,2
117038,840.4586256756679,0.0,0.0,2
42716,1137.1995000918578,0.0,0.0,2
42719,1137.1995000918578,0.0,0.0,2
11586,1273.589715662032,0.0,0.0,2
11582,1450.5283736990143,0.0,0.0,2
93654,469.9933104107354,0.0,0.0,2
11579,1450.5283736990143,0.0,0.0,2
93656,469.9933104107354,0.0,0.0,2
93657,469.9933104107354,0.0,0.0,2
117058,840.4586256756679,0.0,0.0,2
117020,650.6181904901553,0.0,0.0,2
166950,33.175998381934264,0.0,0.0,2
11607,1273.589715662032,0.0,0.0,2
74264,1413.6661532746432,0.0,0.0,2
11640,1334.4123793622448,0.0,0.0,2
42666,1279.1190487256877,0.0,0.0,2
117089,648.7750794689366,0.0,0.0,2
117083,648.7750794689366,0.0,0.0,2
166915,16.587999190967132,0.0,0.0,2
65771,1221.982607067912,0.0,0.0,2
117078,648.7750794689366,0.0,0.0,2
65773,1221.982607067912,0.0,0.0,2
117072,648.7750794689366,0.0,0.0,2
11616,1273.589715662032,0.0,0.0,2
42693,1279.1190487256877,0.0,0.0,2
166931,16.587999190967132,0.0,0.0,2
93642,469.9933104107354,0.0,0.0,2
117059,840.4586256756679,0.0,0.0,2
65779,1181.4341646011037,0.0,0.0,2
117016,650.6181904901553,0.0,0.0,2
42732,1137.1995000918578,0.0,0.0,2
167007,35.01910940315283,0.0,0.0,2
11522,2595.1003178757464,0.0,0.0,2
116974,646.9319684477182,0.0,0.0,2
116962,646.9319684477182,0.0,0.0,2
167142,35.01910940315283,0.0,0.0,2
167143,35.01910940315283,0.0,0.0,2
167150,35.01910940315283,0.0,0.0,2
167157,35.01910940315283,0.0,0.0,2
167159,35.01910940315283,0.0,0.0,2
93689,392.58264751955545,0.0,0.0,2
93697,392.58264751955545,0.0,0.0,2
74185,2259.654112013967,0.0,0.0,2
116944,646.9319684477182,0.0,0.0,2
11503,2595.1003178757464,0.0,0.0,2
55633,1900.247462876346,0.0,0.0,2
116943,646.9319684477182,0.0,0.0,2
74197,2259.654112013967,0.0,0.0,2
167120,42.39155348802712,0.0,0.0,2
74198,2259.654112013967,0.0,0.0,2
42758,1137.1995000918578,0.0,0.0,2
93660,469.9933104107354,0.0,0.0,2
11565,1450.5283736990143,0.0,0.0,2
117011,650.6181904901553,0.0,0.0,2
42738,1137.1995000918578,0.0,0.0,2
93663,392.58264751955545,0.0,0.0,2
11561,1450.5283736990143,0.0,0.0,2
11559,1450.5283736990143,0.0,0.0,2
74039,1511.3510373992274,0.0,0.0,2
93668,392.58264751955545,0.0,0.0,2
167033,35.01910940315283,0.0,0.0,2
74206,2259.654112013967,0.0,0.0,2
167049,35.01910940315283,0.0,0.0,2
11545,1985.0305698524,0.0,0.0,2
167056,35.01910940315283,0.0,0.0,2
167072,35.01910940315283,0.0,0.0,2
116990,650.6181904901553,0.0,0.0,2
167028,35.01910940315283,0.0,0.0,2
116794,645.0888574264995,0.0,0.0,2
74036,1511.3510373992274,0.0,0.0,2
167411,35.01910940315283,0.0,0.0,2
116671,540.0315292170411,0.0,0.0,2
116668,540.0315292170411,0.0,0.0,2
11190,1052.4163931158034,0.0,0.0,2
11189,1052.4163931158034,0.0,0.0,2
167731,46.07777553046425,0.0,0.0,2
167733,46.07777553046425,0.0,0.0,2
167734,46.07777553046425,0.0,0.0,2
167736,46.07777553046425,0.0,0.0,2
11181,1052.4163931158034,0.0,0.0,2
93786,449.7190891773311,0.0,0.0,2
167739,46.07777553046425,0.0,0.0,2
167740,46.07777553046425,0.0,0.0,2
167744,46.07777553046425,0.0,0.0,2
167745,46.07777553046425,0.0,0.0,2
167747,46.07777553046425,0.0,0.0,2
167719,35.01910940315283,0.0,0.0,2
73889,1797.033245688106,0.0,0.0,2
65961,1177.7479425586664,0.0,0.0,2
11203,1052.4163931158034,0.0,0.0,2
11228,1774.9159134334827,0.0,0.0,2
93775,449.7190891773311,0.0,0.0,2
11225,1774.9159134334827,0.0,0.0,2
93778,449.7190891773311,0.0,0.0,2
167677,36.8622204243714,0.0,0.0,2
167678,36.8622204243714,0.0,0.0,2
73923,1524.2528145477577,0.0,0.0,2
11217,1774.9159134334827,0.0,0.0,2
167682,36.8622204243714,0.0,0.0,2
11214,1774.9159134334827,0.0,0.0,2
167686,36.8622204243714,0.0,0.0,2
167690,36.8622204243714,0.0,0.0,2
167691,36.8622204243714,0.0,0.0,2
167693,36.8622204243714,0.0,0.0,2
73921,1524.2528145477577,0.0,0.0,2
73905,1797.033245688106,0.0,0.0,2
93792,449.7190891773311,0.0,0.0,2
167756,46.07777553046425,0.0,0.0,2
167763,46.07777553046425,0.0,0.0,2
167830,42.39155348802712,0.0,0.0,2
43064,1362.0590446805234,0.0,0.0,2
55552,1903.9336849187828,0.0,0.0,2
116591,648.7750794689366,0.0,0.0,2
93811,427.60175692270826,0.0,0.0,2
167842,42.39155348802712,0.0,0.0,2
43083,1362.0590446805234,0.0,0.0,2
167845,42.39155348802712,0.0,0.0,2
116569,648.7750794689366,0.0,0.0,2
43091,1362.0590446805234,0.0,0.0,2
167869,49.7639975729014,0.0,0.0,2
167870,49.7639975729014,0.0,0.0,2
11103,1478.1750390172936,0.0,0.0,2
167884,36.8622204243714,0.0,0.0,2
93819,427.60175692270826,0.0,0.0,2
167826,42.39155348802712,0.0,0.0,2
167825,42.39155348802712,0.0,0.0,2
116598,599.0110818960353,0.0,0.0,2
167811,42.39155348802712,0.0,0.0,2
167765,46.07777553046425,0.0,0.0,2
73874,1797.033245688106,0.0,0.0,2
167780,46.07777553046425,0.0,0.0,2
116622,599.0110818960353,0.0,0.0,2
167783,42.39155348802712,0.0,0.0,2
167786,42.39155348802712,0.0,0.0,2
73871,1797.033245688106,0.0,0.0,2
167657,40.54844246680854,0.0,0.0,2
167788,42.39155348802712,0.0,0.0,2
55555,1903.9336849187828,0.0,0.0,2
55554,1903.9336849187828,0.0,0.0,2
116617,599.0110818960353,0.0,0.0,2
116610,599.0110818960353,0.0,0.0,2
167801,42.39155348802712,0.0,0.0,2
167807,42.39155348802712,0.0,0.0,2
116600,599.0110818960353,0.0,0.0,2
167792,42.39155348802712,0.0,0.0,2
166892,11.05866612731142,0.0,0.0,2
167647,40.54844246680854,0.0,0.0,2
167643,40.54844246680854,0.0,0.0,2
167482,42.39155348802712,0.0,0.0,2
11323,1155.6306103040436,0.0,0.0,2
55588,1983.1874588311816,0.0,0.0,2
116756,503.16930879266965,0.0,0.0,2
167509,42.39155348802712,0.0,0.0,2
11316,1059.7888372006778,0.0,0.0,2
93752,449.7190891773311,0.0,0.0,2
65903,1183.277275622322,0.0,0.0,2
93753,449.7190891773311,0.0,0.0,2
116745,600.8541929172538,0.0,0.0,2
167521,42.39155348802712,0.0,0.0,2
167523,38.70533144558998,0.0,0.0,2
73990,1575.8599231418775,0.0,0.0,2
93754,449.7190891773311,0.0,0.0,2
116743,600.8541929172538,0.0,0.0,2
11330,1155.6306103040436,0.0,0.0,2
65908,1124.2977229433277,0.0,0.0,2
42937,1026.6128388187435,0.0,0.0,2
74029,1511.3510373992274,0.0,0.0,2
74034,1511.3510373992274,0.0,0.0,2
116773,503.16930879266965,0.0,0.0,2
11354,1155.6306103040436,0.0,0.0,2
116772,503.16930879266965,0.0,0.0,2
116770,503.16930879266965,0.0,0.0,2
167434,35.01910940315283,0.0,0.0,2
11350,1155.6306103040436,0.0,0.0,2
167437,33.175998381934264,0.0,0.0,2
116769,503.16930879266965,0.0,0.0,2
167445,33.175998381934264,0.0,0.0,2
74030,1511.3510373992274,0.0,0.0,2
167451,33.175998381934264,0.0,0.0,2
11341,1155.6306103040436,0.0,0.0,2
167454,33.175998381934264,0.0,0.0,2
167456,33.175998381934264,0.0,0.0,2
55595,2036.63767844652,0.0,0.0,2
167528,38.70533144558998,0.0,0.0,2
11302,1059.7888372006778,0.0,0.0,2
93758,449.7190891773311,0.0,0.0,2
42985,927.0848436729408,0.0,0.0,2
93770,449.7190891773311,0.0,0.0,2
167617,47.92088655168282,0.0,0.0,2
11252,1774.9159134334827,0.0,0.0,2
116708,634.0301912991881,0.0,0.0,2
167623,47.92088655168282,0.0,0.0,2
116707,634.0301912991881,0.0,0.0,2
167625,47.92088655168282,0.0,0.0,2
11244,1774.9159134334827,0.0,0.0,2
65937,1341.7848234471192,0.0,0.0,2
167629,47.92088655168282,0.0,0.0,2
93771,449.7190891773311,0.0,0.0,2
93774,449.7190891773311,0.0,0.0,2
116698,634.0301912991881,0.0,0.0,2
73939,1524.2528145477577,0.0,0.0,2
73948,1524.2528145477577,0.0,0.0,2
167602,47.92088655168282,0.0,0.0,2
42984,927.0848436729408,0.0,0.0,2
42983,927.0848436729408,0.0,0.0,2
167533,38.70533144558998,0.0,0.0,2
42958,927.0848436729408,0.0,0.0,2
73981,1524.2528145477577,0.0,0.0,2
42962,927.0848436729408,0.0,0.0,2
11295,1059.7888372006778,0.0,0.0,2
167536,38.70533144558998,0.0,0.0,2
167541,38.70533144558998,0.0,0.0,2
73929,1524.2528145477577,0.0,0.0,2
93760,449.7190891773311,0.0,0.0,2
167555,38.70533144558998,0.0,0.0,2
73967,1524.2528145477577,0.0,0.0,2
11276,1059.7888372006778,0.0,0.0,2
65928,1223.8257180891308,0.0,0.0,2
167582,36.8622204243714,0.0,0.0,2
167584,36.8622204243714,0.0,0.0,2
42982,927.0848436729408,0.0,0.0,2
73970,1524.2528145477577,0.0,0.0,2
42664,1279.1190487256877,0.0,0.0,2
74265,1413.6661532746432,0.0,0.0,2
74276,998.966173500465,0.0,0.0,2
165896,138.23332659139274,0.0,0.0,2
165897,138.23332659139274,0.0,0.0,2
42264,1089.278613540175,0.0,0.0,2
12048,1198.0221637920706,0.0,0.0,2
74487,1616.4083656086862,0.0,0.0,2
65646,1209.0808299193818,0.0,0.0,2
165941,180.62488007941988,0.0,0.0,2
93444,458.934644283424,0.0,0.0,2
74485,1616.4083656086862,0.0,0.0,2
165954,180.62488007941988,0.0,0.0,2
165956,180.62488007941988,0.0,0.0,2
93449,458.934644283424,0.0,0.0,2
93450,458.934644283424,0.0,0.0,2
165982,206.42843437647983,0.0,0.0,2
93458,458.934644283424,0.0,0.0,2
117519,645.0888574264995,0.0,0.0,2
117494,645.0888574264995,0.0,0.0,2
12054,1198.0221637920706,0.0,0.0,2
12059,1198.0221637920706,0.0,0.0,2
117553,704.0684101054939,0.0,0.0,2
74515,1616.4083656086862,0.0,0.0,2
93420,407.327535689304,0.0,0.0,2
12084,1363.9021557017418,0.0,0.0,2
117551,704.0684101054939,0.0,0.0,2
12080,1363.9021557017418,0.0,0.0,2
12078,1363.9021557017418,0.0,0.0,2
117545,704.0684101054939,0.0,0.0,2
42238,1225.6688291103492,0.0,0.0,2
12072,1198.0221637920706,0.0,0.0,2
12071,1198.0221637920706,0.0,0.0,2
74495,1616.4083656086862,0.0,0.0,2
12062,1198.0221637920706,0.0,0.0,2
117527,645.0888574264995,0.0,0.0,2
117525,645.0888574264995,0.0,0.0,2
165892,138.23332659139274,0.0,0.0,2
165992,206.42843437647983,0.0,0.0,2
93460,458.934644283424,0.0,0.0,2
93463,458.934644283424,0.0,0.0,2
93467,458.934644283424,0.0,0.0,2
117439,698.539077041838,0.0,0.0,2
117434,698.539077041838,0.0,0.0,2
93477,414.6999797741783,0.0,0.0,2
166116,202.7422123340427,0.0,0.0,2
117432,698.539077041838,0.0,0.0,2
42339,1092.9648355826123,0.0,0.0,2
93479,414.6999797741783,0.0,0.0,2
11956,1714.0932497332703,0.0,0.0,2
74459,1389.705709998802,0.0,0.0,2
55797,2055.0687886587057,0.0,0.0,2
11951,1714.0932497332703,0.0,0.0,2
93482,414.6999797741783,0.0,0.0,2
74452,1389.705709998802,0.0,0.0,2
117426,698.539077041838,0.0,0.0,2
166071,193.52665722794987,0.0,0.0,2
93465,458.934644283424,0.0,0.0,2
42317,1192.492830728415,0.0,0.0,2
74473,1616.4083656086862,0.0,0.0,2
166003,206.42843437647983,0.0,0.0,2
166009,206.42843437647983,0.0,0.0,2
166013,206.42843437647983,0.0,0.0,2
74483,1616.4083656086862,0.0,0.0,2
93464,458.934644283424,0.0,0.0,2
166021,193.52665722794987,0.0,0.0,2
42305,1192.492830728415,0.0,0.0,2
74517,1310.4519360864033,0.0,0.0,2
166025,193.52665722794987,0.0,0.0,2
74480,1616.4083656086862,0.0,0.0,2
117486,645.0888574264995,0.0,0.0,2
11992,1336.2554903834634,0.0,0.0,2
117483,645.0888574264995,0.0,0.0,2
166046,193.52665722794987,0.0,0.0,2
166061,193.52665722794987,0.0,0.0,2
166062,193.52665722794987,0.0,0.0,2
166026,193.52665722794987,0.0,0.0,2
11944,1714.0932497332703,0.0,0.0,2
117555,704.0684101054939,0.0,0.0,2
93417,407.327535689304,0.0,0.0,2
117761,993.4368404368092,0.0,0.0,2
117758,993.4368404368092,0.0,0.0,2
42117,112.42977229433278,0.0,0.0,2
42118,112.42977229433278,0.0,0.0,2
12185,1428.411041444392,0.0,0.0,2
165630,119.80221637920704,0.0,0.0,2
165631,119.80221637920704,0.0,0.0,2
165632,119.80221637920704,0.0,0.0,2
42119,112.42977229433278,0.0,0.0,2
42120,112.42977229433278,0.0,0.0,2
74583,1623.7808096935605,0.0,0.0,2
65590,1085.592391497738,0.0,0.0,2
165664,164.03688088845274,0.0,0.0,2
117725,997.1230624792464,0.0,0.0,2
117723,997.1230624792464,0.0,0.0,2
165626,119.80221637920704,0.0,0.0,2
74574,1419.1954863382991,0.0,0.0,2
165625,119.80221637920704,0.0,0.0,2
165624,119.80221637920704,0.0,0.0,2
117826,886.5364012061323,0.0,0.0,2
93358,573.2075275989753,0.0,0.0,2
165562,136.3902155701742,0.0,0.0,2
165573,136.3902155701742,0.0,0.0,2
165581,136.3902155701742,0.0,0.0,2
42092,965.7901751185308,0.0,0.0,2
12209,1428.411041444392,0.0,0.0,2
55887,1774.9159134334827,0.0,0.0,2
117797,783.3221840178923,0.0,0.0,2
12206,1428.411041444392,0.0,0.0,2
165613,119.80221637920704,0.0,0.0,2
