id_n,age,weight,tot_inc,gross_wage,wage_inc,total_gross_income,taxable_income,tax_cum_income,authorized_deduction,subsidy_w,pending_pitax,capitalgains_pitax,gambling_pitax,additional_dividend_pitax,pitax,pitax1,pitax2,pitax_diff
84133,55,73,114098,108197,102295,108197,102295,102295,0,0,0,0,0,0,7325,7325,7325,0
84134,55,73,1794,0,0,1770,0,0,0,0,0,0,0,0,0,0,0,0
84135,17,73,97967,97967,15738,97967,97967,97967,0,0,0,0,0,0,6854,6854,6854,0
84136,19,73,19672,19672,19672,19672,19672,19672,0,0,0,0,0,0,858,858,858,0
84137,17,73,125902,125902,102295,125902,106593,106593,0,0,0,0,0,0,7792,7792,7792,0
84138,37,73,47311,35803,1967,47311,35803,35803,0,0,0,0,0,0,1890,1890,1890,0
84139,37,73,1873,0,0,1770,0,0,0,0,0,0,0,0,0,0,0,0
84140,70,73,13475,5508,3934,5902,5508,5508,0,0,0,0,0,0,106,106,106,0
84141,49,73,18925,0,0,6374,6374,6374,0,0,0,0,0,0,122,122,122,0
84142,57,73,56593,0,0,56593,7869,7869,0,0,0,0,0,0,151,151,151,0
84143,22,73,47213,0,0,47213,0,0,0,0,0,0,0,0,0,0,0,0
84144,32,73,42492,42492,42492,42492,42492,42492,0,0,0,0,0,0,2318,2318,2318,0
84145,30,73,54295,0,0,44852,0,0,0,0,0,0,0,0,0,0,0,0
84146,43,73,7082,0,0,7082,0,0,0,0,0,0,0,0,0,0,0,0
84147,22,73,47213,0,0,47213,0,0,0,0,0,0,0,0,0,0,0,0
84148,16,73,47213,0,0,47213,0,0,0,0,0,0,0,0,0,0,0,0
84149,49,73,201651,0,0,201651,0,0,0,0,0,0,0,0,0,0,0,0
84150,54,73,3934,0,0,3934,3934,3934,0,0,0,0,0,0,76,76,76,0
84151,18,73,47213,47213,47213,47213,47213,47213,0,0,0,0,0,0,2621,2621,2621,0
84152,93,73,60385,0,0,37664,29508,29508,0,0,0,0,0,0,1487,1487,1487,0
84153,93,73,30295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84154,53,73,141639,0,0,141639,0,0,0,0,0,0,0,0,0,0,0,0
84155,18,73,47213,47213,0,47213,47213,47213,0,0,0,0,0,0,2621,2621,2621,0
84156,18,73,118948,0,0,118948,0,0,0,0,0,0,0,0,0,0,0,0
84157,61,52,2365956,2365956,0,2365956,2365956,2365956,0,0,0,0,0,0,685392,685392,685392,0
84158,58,52,71602,71602,71602,71602,71602,71602,0,4149,0,0,0,0,33,33,33,0
84159,21,52,238674,238674,238674,238674,238674,238674,0,0,0,0,0,0,30965,30965,30965,0
84160,66,52,662320,0,0,662320,0,0,0,0,0,0,0,0,0,0,0,0
84161,59,52,149171,149171,143204,149171,146285,146285,0,0,0,0,0,0,12763,12763,12763,0
84162,43,52,175913,175913,0,175913,175913,175913,0,0,0,0,0,0,17901,17901,17901,0
84163,23,52,107403,107403,107403,107403,107403,107403,0,0,0,0,0,0,7880,7880,7880,0
84164,46,52,254348,254348,234783,254348,251461,251461,0,0,0,0,0,0,33696,33696,33696,0
84165,46,52,20602,0,0,20602,0,0,0,0,0,0,0,0,0,0,0,0
84166,23,52,67989,0,0,67989,0,0,0,0,0,0,0,0,0,0,0,0
84167,20,52,82761,82761,79826,82761,79874,79874,0,0,0,0,0,0,4885,4885,4885,0
84168,51,52,691435,691435,0,691435,691435,691435,0,0,0,0,0,0,141034,141034,141034,0
84169,30,52,176087,176087,176087,176087,176087,176087,0,0,0,0,0,0,17932,17932,17932,0
84170,29,52,152609,152609,140870,152609,149722,149722,0,0,0,0,0,0,13313,13313,13313,0
84171,66,52,293478,0,0,293478,58696,58696,0,0,0,0,0,0,3355,3355,3355,0
84172,61,52,202109,202109,117391,202109,197779,197779,0,0,0,0,0,0,22230,22230,22230,0
84173,81,52,84708,3541,0,69561,3541,3541,0,0,0,0,0,0,68,68,68,0
84174,65,52,31180,0,0,23607,0,0,0,0,0,0,0,0,0,0,0,0
84175,60,52,82623,82623,82623,82623,82623,82623,0,0,0,0,0,0,5184,5184,5184,0
84176,40,52,39344,15738,15738,39344,39344,39344,0,0,0,0,0,0,2117,2117,2117,0
84177,35,52,407902,407902,177049,407902,405015,405015,0,0,0,0,0,0,67147,67147,67147,0
84178,69,52,228984,72197,0,213836,72197,72197,0,0,0,0,0,0,4220,4220,4220,0
84179,67,52,15148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84180,60,52,983606,924590,885246,983606,958621,958621,0,0,0,0,0,0,221190,221190,221190,0
84181,60,52,4525,4525,0,4525,4525,4525,0,0,0,0,0,0,87,87,87,0
84182,22,52,3934,3934,3934,3934,3934,3934,0,0,0,0,0,0,76,76,76,0
84183,75,52,295082,0,0,295082,0,0,0,0,0,0,0,0,0,0,0,0
84184,44,52,245902,245902,236066,245902,243015,243015,0,0,0,0,0,0,31892,31892,31892,0
84185,59,52,196721,196721,0,196721,141639,141639,0,0,0,0,0,0,12020,12020,12020,0
84186,81,52,156590,0,0,141639,0,0,0,0,0,0,0,0,0,0,0,0
84187,69,52,261049,245902,245902,245902,245902,245902,0,0,0,0,0,0,32509,32509,32509,0
84188,66,52,83607,0,0,68459,0,0,0,0,0,0,0,0,0,0,0,0
84189,72,52,270590,0,0,247869,0,0,0,0,0,0,0,0,0,0,0,0
84190,68,52,23311,0,0,15738,15738,15738,0,0,0,0,0,0,606,606,606,0
84191,58,52,451475,451475,354098,451475,399772,399772,0,0,0,0,0,0,65914,65914,65914,0
84192,56,52,737705,737705,708197,737705,734818,734818,0,0,0,0,0,0,154049,154049,154049,0
84193,70,78,78359,61630,38152,61630,61630,61630,0,0,0,0,0,0,3543,3543,3543,0
84194,60,78,16728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84195,39,78,133043,133043,133043,133043,133043,133043,0,0,0,0,0,0,10670,10670,10670,0
84196,34,78,73565,73565,68674,73565,69235,69235,0,4149,0,0,0,0,0,0,0,0
84197,47,78,154291,154291,152609,154291,152609,152609,0,0,0,0,0,0,13775,13775,13775,0
84198,43,78,80217,80217,71217,80217,71217,71217,0,4149,0,0,0,0,8,8,8,0
84199,23,78,152609,152609,152609,152609,152609,152609,0,0,0,0,0,0,13775,13775,13775,0
84200,19,78,60456,60456,32870,60456,56348,56348,0,0,0,0,0,0,3205,3205,3205,0
84201,16,78,6261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84202,54,78,127174,127174,127174,127174,127174,127174,0,0,0,0,0,0,10031,10031,10031,0
84203,52,78,18391,15652,0,18391,18391,18391,0,0,0,0,0,0,776,776,776,0
84204,27,78,93913,93913,0,93913,93913,93913,0,0,0,0,0,0,6413,6413,6413,0
84205,26,78,64565,64565,24652,64565,64565,64565,0,0,0,0,0,0,3731,3731,3731,0
84206,64,78,20543,0,0,20543,0,0,0,0,0,0,0,0,0,0,0,0
84207,38,78,166304,166304,164348,166304,164348,164348,0,0,0,0,0,0,15828,15828,15828,0
84208,42,78,164348,164348,164348,164348,164348,164348,0,0,0,0,0,0,15828,15828,15828,0
84209,41,78,109761,109761,89217,109761,90757,90757,0,0,0,0,0,0,6069,6069,6069,0
84210,20,78,176087,78261,75130,176087,75374,75374,0,0,0,0,0,0,4423,4423,4423,0
84211,16,78,48130,48130,42261,48130,48130,48130,0,0,0,0,0,0,2679,2679,2679,0
84212,32,78,100145,0,0,100145,17609,17609,0,0,0,0,0,0,726,726,726,0
84213,62,78,55174,0,0,55174,0,0,0,0,0,0,0,0,0,0,0,0
84214,46,78,267652,246522,187826,267652,257370,257370,0,0,0,0,0,0,34958,34958,34958,0
84215,44,78,193696,193696,193696,193696,193696,193696,0,0,0,0,0,0,21357,21357,21357,0
84216,21,78,164348,164348,164348,164348,164348,164348,0,0,0,0,0,0,15828,15828,15828,0
84217,28,78,164348,164348,164348,164348,164348,164348,0,0,0,0,0,0,15828,15828,15828,0
84218,55,78,301891,0,0,301891,19565,19565,0,0,0,0,0,0,851,851,851,0
84219,51,78,3502,0,0,3502,0,0,0,0,0,0,0,0,0,0,0,0
84220,40,78,264033,0,0,264033,19565,19565,0,0,0,0,0,0,851,851,851,0
84221,33,78,65739,65739,32870,65739,64296,64296,0,0,0,0,0,0,3714,3714,3714,0
84222,24,78,269022,269022,258261,269022,266135,266135,0,0,0,0,0,0,36830,36830,36830,0
84223,41,78,247304,0,0,234783,234783,234783,0,0,0,0,0,0,30134,30134,30134,0
84224,16,78,24261,24261,0,24261,24261,24261,0,0,0,0,0,0,1152,1152,1152,0
84225,44,78,178004,178004,157461,178004,169761,169761,0,0,0,0,0,0,16799,16799,16799,0
84226,46,78,851087,765000,610435,851087,790265,790265,0,0,0,0,0,0,170683,170683,170683,0
84227,37,78,61114,0,0,61114,0,0,0,0,0,0,0,0,0,0,0,0
84228,66,78,27786,0,0,6421,0,0,0,0,0,0,0,0,0,0,0,0
84229,43,78,18783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84230,43,78,41705,41705,37770,41705,38818,38818,0,0,0,0,0,0,2083,2083,2083,0
84231,45,78,24049,0,0,24049,0,0,0,0,0,0,0,0,0,0,0,0
84232,23,78,154918,154918,141639,154918,150588,150588,0,0,0,0,0,0,13452,13452,13452,0
84233,50,78,93443,93443,84984,93443,89113,89113,0,0,0,0,0,0,5890,5890,5890,0
84234,26,78,86951,86951,80262,86951,84064,84064,0,0,0,0,0,0,5341,5341,5341,0
84235,25,78,66098,66098,66098,66098,66098,66098,0,4149,0,0,0,0,0,0,0,0
84236,67,78,26164,0,0,11803,11803,11803,0,0,0,0,0,0,354,354,354,0
84237,61,78,17852,9984,9984,17852,9984,9984,0,0,0,0,0,0,238,238,238,0
84238,49,78,245508,245508,237639,245508,241178,241178,0,0,0,0,0,0,31500,31500,31500,0
84239,77,78,68066,0,0,37770,0,0,0,0,0,0,0,0,0,0,0,0
84240,50,83,200884,200884,190939,200884,197997,197997,0,0,0,0,0,0,22276,22276,22276,0
84241,56,83,261070,0,0,261070,95470,95470,0,0,0,0,0,0,6582,6582,6582,0
84242,41,83,143204,143204,143204,143204,143204,143204,0,0,0,0,0,0,12270,12270,12270,0
84243,17,83,57282,57282,57282,57282,57282,57282,0,0,0,0,0,0,3265,3265,3265,0
84244,71,83,64442,0,0,35801,0,0,0,0,0,0,0,0,0,0,0,0
84245,20,83,95470,95470,95470,95470,95470,95470,0,0,0,0,0,0,6582,6582,6582,0
84246,34,83,85923,14320,14320,85923,85923,85923,0,0,0,0,0,0,5543,5543,5543,0
84247,17,83,85923,85923,85923,85923,85923,85923,0,0,0,0,0,0,5543,5543,5543,0
84248,24,83,71602,71602,71602,71602,71602,71602,0,4149,0,0,0,0,33,33,33,0
84249,35,83,147424,147424,140870,147424,143853,143853,0,0,0,0,0,0,12374,12374,12374,0
84250,30,83,178092,0,0,178092,0,0,0,0,0,0,0,0,0,0,0,0
84251,65,83,110348,0,0,93913,0,0,0,0,0,0,0,0,0,0,0,0
84252,61,83,3913,0,0,3913,0,0,0,0,0,0,0,0,0,0,0,0
84253,43,83,108783,108783,84522,108783,88706,88706,0,0,0,0,0,0,5846,5846,5846,0
84254,50,83,35217,35217,35217,35217,35217,35217,0,0,0,0,0,0,1853,1853,1853,0
84255,44,83,85011,85011,84522,85011,84522,84522,0,0,0,0,0,0,5391,5391,5391,0
84256,23,83,141261,141261,103304,141261,125387,125387,0,0,0,0,0,0,9837,9837,9837,0
84257,59,83,9391,0,0,9391,0,0,0,0,0,0,0,0,0,0,0,0
84258,20,83,66717,66717,14087,66717,63537,63537,0,0,0,0,0,0,3665,3665,3665,0
84259,40,83,117391,0,0,117391,12088,12088,0,0,0,0,0,0,373,373,373,0
84260,18,83,9391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84261,42,83,114098,114098,94426,114098,112131,112131,0,0,0,0,0,0,8395,8395,8395,0
84262,17,83,3246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84263,41,83,159344,159344,159344,159344,159344,159344,0,0,0,0,0,0,14932,14932,14932,0
84264,52,83,159344,159344,159344,159344,159344,159344,0,0,0,0,0,0,14932,14932,14932,0
84265,57,83,70033,70033,69049,70033,69049,69049,0,4149,0,0,0,0,0,0,0,0
84266,24,83,77902,77902,77902,77902,77902,77902,0,0,0,0,0,0,4671,4671,4671,0
84267,21,83,108590,108590,108590,108590,108590,108590,0,0,0,0,0,0,8009,8009,8009,0
84268,47,83,151082,151082,84984,151082,130394,130394,0,0,0,0,0,0,10382,10382,10382,0
84269,48,83,59016,59016,59016,59016,59016,59016,0,0,0,0,0,0,3376,3376,3376,0
84270,90,83,14951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84271,42,83,91967,91967,72590,91967,91180,91180,0,4149,0,0,0,0,1966,1966,1966,0
84272,28,83,132197,132197,132197,132197,132197,132197,0,0,0,0,0,0,10578,10578,10578,0
84273,24,83,29311,29311,28328,29311,28328,28328,0,0,0,0,0,0,1412,1412,1412,0
84274,36,83,203478,200348,192522,203478,199148,199148,0,0,0,0,0,0,22522,22522,22522,0
84275,41,83,211304,211304,211304,211304,211304,211304,0,0,0,0,0,0,25119,25119,25119,0
84276,35,83,39130,32870,32870,32870,32870,32870,0,0,0,0,0,0,1703,1703,1703,0
84277,18,83,17217,17217,5478,17217,17217,17217,0,0,0,0,0,0,701,701,701,0
84278,57,83,99783,78261,0,99783,96848,96848,0,0,0,0,0,0,6732,6732,6732,0
84279,55,83,36196,0,0,36196,0,0,0,0,0,0,0,0,0,0,0,0
84280,22,83,31304,0,0,31304,31304,31304,0,0,0,0,0,0,1602,1602,1602,0
84281,46,83,117391,117391,117391,117391,117391,117391,0,0,0,0,0,0,8967,8967,8967,0
84282,47,83,31304,28174,28174,28174,28174,28174,0,0,0,0,0,0,1402,1402,1402,0
84283,18,83,3287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84284,59,83,95478,0,0,95478,0,0,0,0,0,0,0,0,0,0,0,0
84285,25,83,105652,105652,105652,105652,105652,105652,0,0,0,0,0,0,7690,7690,7690,0
84286,45,83,79826,79826,79826,79826,79826,79826,0,0,0,0,0,0,4880,4880,4880,0
84287,24,83,84522,84522,84522,84522,84522,84522,0,0,0,0,0,0,5391,5391,5391,0
84288,59,104,42997,0,0,42997,0,0,0,0,0,0,0,0,0,0,0,0
84289,40,104,103425,103425,95470,103425,100539,100539,0,0,0,0,0,0,7133,7133,7133,0
84290,19,104,88309,88309,88309,88309,88309,88309,0,0,0,0,0,0,5803,5803,5803,0
84291,45,104,95470,95470,95470,95470,95470,95470,0,0,0,0,0,0,6582,6582,6582,0
84292,35,104,71602,71602,71602,71602,71602,71602,0,4149,0,0,0,0,33,33,33,0
84293,18,104,80354,80354,76376,80354,76921,76921,0,0,0,0,0,0,4564,4564,4564,0
84294,40,104,153149,143204,143204,153149,143204,143204,0,0,0,0,0,0,12270,12270,12270,0
84295,17,104,28641,28641,28641,28641,28641,28641,0,0,0,0,0,0,1432,1432,1432,0
84296,39,104,114564,114564,114564,114564,114564,114564,0,0,0,0,0,0,8659,8659,8659,0
84297,37,104,100243,100243,100243,100243,100243,100243,0,0,0,0,0,0,7101,7101,7101,0
84298,50,104,136956,136956,117391,136956,134070,134070,0,0,0,0,0,0,10809,10809,10809,0
84299,21,104,76891,76891,15065,76891,74935,74935,0,0,0,0,0,0,4395,4395,4395,0
84300,19,104,66130,66130,65152,66130,66130,66130,0,4149,0,0,0,0,0,0,0,0
84301,61,104,55761,36196,0,55761,36196,36196,0,0,0,0,0,0,1915,1915,1915,0
84302,37,104,31852,0,0,31852,12326,12326,0,0,0,0,0,0,388,388,388,0
84303,23,104,118330,108548,82174,118330,96195,96195,0,0,0,0,0,0,6661,6661,6661,0
84304,21,104,83543,83543,61043,83543,62583,62583,0,0,0,0,0,0,3604,3604,3604,0
84305,45,104,59429,38886,38152,59429,38152,38152,0,0,0,0,0,0,2041,2041,2041,0
84306,50,104,69098,69098,64918,69098,66426,66426,0,4149,0,0,0,0,0,0,0,0
84307,30,104,127475,127475,127475,127475,127475,127475,0,0,0,0,0,0,10064,10064,10064,0
84308,26,104,132787,132787,132787,132787,132787,132787,0,0,0,0,0,0,10642,10642,10642,0
84309,24,104,106229,106229,106229,106229,106229,106229,0,0,0,0,0,0,7753,7753,7753,0
84310,36,104,100328,100328,25574,100328,100328,100328,0,0,0,0,0,0,7110,7110,7110,0
84311,34,104,84098,84098,82623,84098,82623,82623,0,0,0,0,0,0,5184,5184,5184,0
84312,25,104,118033,0,0,118033,12730,12730,0,0,0,0,0,0,414,414,414,0
84313,49,104,95705,0,0,95705,0,0,0,0,0,0,0,0,0,0,0,0
84314,39,104,48393,48393,47803,48393,47803,47803,0,0,0,0,0,0,2658,2658,2658,0
84315,43,104,145574,145574,70820,145574,145574,145574,0,4149,0,0,0,0,8501,8501,8501,0
84316,42,104,118033,118033,94426,118033,113703,113703,0,0,0,0,0,0,8566,8566,8566,0
84317,16,104,6295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84318,75,104,22598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84319,44,104,114456,114456,105652,114456,111570,111570,0,0,0,0,0,0,8334,8334,8334,0
84320,44,104,130598,130598,105652,130598,109934,109934,0,0,0,0,0,0,8156,8156,8156,0
84321,29,104,136956,136956,131478,136956,134070,134070,0,0,0,0,0,0,10809,10809,10809,0
84322,21,104,112500,112500,108000,112500,109613,109613,0,0,0,0,0,0,8121,8121,8121,0
84323,39,83,250435,156522,156522,156522,156522,156522,0,0,0,0,0,0,14426,14426,14426,0
84324,37,83,512609,512609,469565,512609,508279,508279,0,0,0,0,0,0,91435,91435,91435,0
84325,42,83,608478,608478,422609,608478,539391,539391,0,0,0,0,0,0,98752,98752,98752,0
84326,46,83,76304,76304,76304,76304,76304,76304,0,0,0,0,0,0,4497,4497,4497,0
84327,38,83,215217,215217,0,215217,215217,215217,0,0,0,0,0,0,25954,25954,25954,0
84328,36,83,674022,621196,586957,674022,652646,652646,0,0,0,0,0,0,129398,129398,129398,0
84329,35,83,11739,11739,0,11739,11739,11739,0,0,0,0,0,0,350,350,350,0
84330,36,83,187826,187826,176087,187826,184939,184939,0,0,0,0,0,0,19519,19519,19519,0
84331,39,83,234783,234783,234783,234783,234783,234783,0,0,0,0,0,0,30134,30134,30134,0
84332,17,83,37917,37917,37917,37917,37917,37917,0,0,0,0,0,0,2026,2026,2026,0
84333,47,83,234783,234783,234783,234783,469565,469565,0,0,0,0,0,0,82329,82329,82329,0
84334,48,83,234783,234783,234783,234783,469565,469565,0,0,0,0,0,0,82329,82329,82329,0
84335,38,83,284674,284674,258261,284674,280344,280344,0,0,0,0,0,0,39865,39865,39865,0
84336,38,83,352174,352174,352174,352174,704348,704348,0,0,0,0,0,0,144908,144908,144908,0
84337,33,83,223043,223043,187826,223043,218714,218714,0,0,0,0,0,0,26701,26701,26701,0
84338,33,83,61611,0,0,61611,0,0,0,0,0,0,0,0,0,0,0,0
84339,45,83,514017,514017,0,514017,514017,514017,0,0,0,0,0,0,92784,92784,92784,0
84340,45,83,375652,375652,375652,375652,375652,375652,0,0,0,0,0,0,60241,60241,60241,0
84341,37,83,325632,325632,281293,325632,303318,303318,0,0,0,0,0,0,44773,44773,44773,0
84342,37,83,117391,117391,93913,117391,98147,98147,0,0,0,0,0,0,6873,6873,6873,0
84343,47,83,379565,379565,293478,379565,345695,345695,0,0,0,0,0,0,53825,53825,53825,0
84344,48,83,291522,291522,234783,291522,265013,265013,0,0,0,0,0,0,36591,36591,36591,0
84345,56,83,806557,806557,590164,806557,802227,802227,0,0,0,0,0,0,174272,174272,174272,0
84346,61,83,1278688,0,0,491803,0,0,0,0,0,0,0,0,0,0,0,0
84347,38,83,422951,422951,354098,422951,418621,418621,0,0,0,0,0,0,70347,70347,70347,0
84348,42,214,200884,75580,0,200884,105414,105414,0,0,0,0,0,0,7664,7664,7664,0
84349,47,214,385856,385856,358011,385856,382970,382970,0,0,0,0,0,0,61962,61962,61962,0
84350,47,214,144398,144398,144398,144398,144398,144398,0,0,0,0,0,0,12461,12461,12461,0
84351,34,214,266519,266519,238674,266519,262189,262189,0,0,0,0,0,0,35988,35988,35988,0
84352,31,214,119337,119337,119337,119337,119337,119337,0,0,0,0,0,0,9179,9179,9179,0
84353,27,214,298342,298342,250608,298342,294013,294013,0,0,0,0,0,0,42785,42785,42785,0
84354,35,214,100442,100442,95470,100442,96561,96561,0,0,0,0,0,0,6701,6701,6701,0
84355,39,214,258261,258261,258261,258261,258261,258261,0,0,0,0,0,0,35149,35149,35149,0
84356,36,214,102717,102717,55761,102717,102717,102717,0,0,0,0,0,0,7370,7370,7370,0
84357,32,214,436797,345428,0,436797,345428,345428,0,0,0,0,0,0,53767,53767,53767,0
84358,27,214,224022,35217,0,224022,35217,35217,0,0,0,0,0,0,1853,1853,1853,0
84359,34,214,96065,96065,89217,96065,93179,93179,0,0,0,0,0,0,6333,6333,6333,0
84360,34,214,227821,205043,191348,227821,200714,200714,0,0,0,0,0,0,22856,22856,22856,0
84361,34,214,131353,125804,16239,131353,123848,123848,0,0,0,0,0,0,9669,9669,9669,0
84362,17,214,23478,9391,9391,9391,9391,9391,0,0,0,0,0,0,200,200,200,0
84363,43,214,245705,245705,236066,245705,242818,242818,0,0,0,0,0,0,31850,31850,31850,0
84364,43,214,330354,330354,203862,330354,327467,327467,0,0,0,0,0,0,49931,49931,49931,0
84365,32,214,79357,79357,75816,79357,76471,76471,0,0,0,0,0,0,4515,4515,4515,0
84366,44,214,152609,152609,117391,152609,128056,128056,0,0,0,0,0,0,10127,10127,10127,0
84367,35,214,141065,141065,100957,141065,119448,119448,0,0,0,0,0,0,9191,9191,9191,0
84368,43,214,254348,254348,234783,254348,250018,250018,0,0,0,0,0,0,33388,33388,33388,0
84369,42,214,226956,226956,211304,226956,222627,222627,0,0,0,0,0,0,27537,27537,27537,0
84370,53,214,191739,191739,176087,191739,187409,187409,0,0,0,0,0,0,20015,20015,20015,0
84371,42,214,99783,99783,93913,99783,95453,95453,0,0,0,0,0,0,6580,6580,6580,0
84372,37,214,87456,87456,84522,87456,84570,84570,0,0,0,0,0,0,5396,5396,5396,0
84373,51,214,203478,174130,123261,203478,160828,160828,0,0,0,0,0,0,15198,15198,15198,0
84374,39,214,143609,143609,93913,143609,109861,109861,0,0,0,0,0,0,8148,8148,8148,0
84375,62,214,103696,103696,98609,103696,99831,99831,0,0,0,0,0,0,7056,7056,7056,0
84376,50,119,152217,49891,0,152217,53804,53804,0,0,0,0,0,0,3042,3042,3042,0
84377,50,119,34239,23283,0,27978,27978,27978,0,0,0,0,0,0,1390,1390,1390,0
84378,18,119,74739,70435,70435,74739,74739,74739,0,4149,0,0,0,0,233,233,233,0
84379,28,119,219913,216000,216000,219913,219913,219913,0,0,0,0,0,0,26957,26957,26957,0
84380,26,119,82174,76304,76304,82174,82174,82174,0,0,0,0,0,0,5135,5135,5135,0
84381,22,119,77870,72000,72000,77870,77870,77870,0,4149,0,0,0,0,518,518,518,0
84382,47,119,143570,0,0,143570,0,0,0,0,0,0,0,0,0,0,0,0
84383,45,119,134022,134022,127174,134022,131135,131135,0,0,0,0,0,0,10462,10462,10462,0
84384,46,119,33143,0,0,33143,0,0,0,0,0,0,0,0,0,0,0,0
84385,49,119,76304,76304,76304,76304,76304,76304,0,0,0,0,0,0,4497,4497,4497,0
84386,50,119,75619,75619,71217,75619,72733,72733,0,4149,0,0,0,0,105,105,105,0
84387,26,119,20191,0,0,20191,0,0,0,0,0,0,0,0,0,0,0,0
84388,23,119,125990,75962,71217,125990,73296,73296,0,4149,0,0,0,0,141,141,141,0
84389,18,119,32283,32283,20543,32283,32283,32283,0,0,0,0,0,0,1665,1665,1665,0
84390,56,119,74348,74348,74348,74348,74348,74348,0,4149,0,0,0,0,208,208,208,0
84391,54,119,70239,70239,59674,70239,70239,70239,0,0,0,0,0,0,4094,4094,4094,0
84392,32,119,74348,74348,74348,74348,74348,74348,0,4149,0,0,0,0,208,208,208,0
84393,27,119,100369,100369,9391,100369,97483,97483,0,0,0,0,0,0,6801,6801,6801,0
84394,33,119,121989,0,0,121989,0,0,0,0,0,0,0,0,0,0,0,0
84395,48,119,25435,1957,0,25435,25435,25435,0,0,0,0,0,0,1227,1227,1227,0
84396,48,119,57033,57033,55957,57033,55957,55957,0,0,0,0,0,0,3180,3180,3180,0
84397,22,119,31891,31891,31304,31891,31304,31304,0,0,0,0,0,0,1602,1602,1602,0
84398,45,119,146739,146739,132065,146739,143852,143852,0,0,0,0,0,0,12374,12374,12374,0
84399,43,119,93522,93522,89217,93522,90048,90048,0,0,0,0,0,0,5992,5992,5992,0
84400,23,119,130461,130461,117391,130461,121670,121670,0,0,0,0,0,0,9433,9433,9433,0
84401,22,119,114848,114848,108000,114848,109613,109613,0,0,0,0,0,0,8121,8121,8121,0
84402,18,119,30326,0,0,30326,0,0,0,0,0,0,0,0,0,0,0,0
84403,35,119,65739,65739,65739,65739,65739,65739,0,4149,0,0,0,0,0,0,0,0
84404,34,119,95087,95087,95087,95087,95087,95087,0,0,0,0,0,0,6540,6540,6540,0
84405,73,119,131870,62609,62609,109565,62609,62609,0,4149,0,0,0,0,0,0,0,0
84406,24,119,94598,94598,93913,94598,93913,93913,0,0,0,0,0,0,6413,6413,6413,0
84407,23,119,16435,16435,16435,16435,16435,16435,0,0,0,0,0,0,651,651,651,0
84408,57,119,14087,0,0,14087,0,0,0,0,0,0,0,0,0,0,0,0
84409,33,119,91565,91565,89217,91565,89217,89217,0,0,0,0,0,0,5902,5902,5902,0
84410,30,119,86087,86087,39130,86087,86087,86087,0,0,0,0,0,0,5561,5561,5561,0
84411,67,119,77016,0,0,77016,0,0,0,0,0,0,0,0,0,0,0,0
84412,37,119,558295,499279,295082,558295,426984,426984,0,0,0,0,0,0,72314,72314,72314,0
84413,41,119,121338,121338,0,121338,121338,121338,0,0,0,0,0,0,9396,9396,9396,0
84414,48,119,147541,147541,141639,147541,144654,144654,0,0,0,0,0,0,12502,12502,12502,0
84415,23,119,120983,120983,94426,120983,115210,115210,0,0,0,0,0,0,8730,8730,8730,0
84416,41,119,95213,95213,94426,95213,94426,94426,0,0,0,0,0,0,6468,6468,6468,0
84417,25,119,62951,62951,0,62951,62951,62951,0,0,0,0,0,0,3628,3628,3628,0
84418,53,81,39068,0,0,39068,0,0,0,0,0,0,0,0,0,0,0,0
84419,86,81,56837,0,0,34239,16630,16630,0,0,0,0,0,0,663,663,663,0
84420,83,81,35315,0,0,12717,12717,12717,0,0,0,0,0,0,413,413,413,0
84421,47,81,101152,101152,89217,101152,90048,90048,0,0,0,0,0,0,5992,5992,5992,0
84422,47,81,42261,42261,42261,42261,42261,42261,0,0,0,0,0,0,2304,2304,2304,0
84423,22,81,73370,73370,70435,73370,70483,70483,0,4149,0,0,0,0,0,0,0,0
84424,58,81,117391,117391,117391,117391,117391,117391,0,0,0,0,0,0,8967,8967,8967,0
84425,30,81,96848,96848,96652,96848,96848,96848,0,0,0,0,0,0,6732,6732,6732,0
84426,54,81,1546,0,0,1546,978,978,0,0,0,0,0,0,19,19,19,0
84427,20,81,76304,76304,76304,76304,76304,76304,0,0,0,0,0,0,4497,4497,4497,0
84428,22,81,81196,81196,76304,81196,76352,76352,0,0,0,0,0,0,4502,4502,4502,0
84429,22,81,93913,0,0,93913,93913,93913,0,0,0,0,0,0,6413,6413,6413,0
84430,62,81,781,0,0,781,781,781,0,0,0,0,0,0,15,15,15,0
84431,60,81,150065,0,0,150065,19565,19565,0,0,0,0,0,0,851,851,851,0
84432,18,81,101739,101739,101739,101739,101739,101739,0,0,0,0,0,0,7264,7264,7264,0
84433,34,81,46957,46957,46957,46957,46957,46957,0,0,0,0,0,0,2604,2604,2604,0
