id_n,age,weight,tot_inc,gross_wage,wage_inc,total_gross_income,taxable_income,tax_cum_income,authorized_deduction,subsidy_w,pending_pitax,capitalgains_pitax,gambling_pitax,additional_dividend_pitax,pitax,pitax1,pitax2,pitax_diff
6152,52,82,19565,0,0,19565,19565,19565,0,0,0,0,0,0,851,851,851,0
6153,32,82,81634,0,0,81634,0,0,0,0,0,0,0,0,0,0,0,0
6154,26,82,50870,50870,50870,50870,50870,50870,0,0,0,0,0,0,2855,2855,2855,0
6155,76,82,25239,0,0,2935,0,0,0,0,0,0,0,0,0,0,0,0
6156,70,82,32380,0,0,9783,0,0,0,0,0,0,0,0,0,0,0,0
6157,91,82,36293,0,0,13989,0,0,0,0,0,0,0,0,0,0,0,0
6158,67,82,20656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6159,32,82,109180,109180,94426,109180,106294,106294,0,0,0,0,0,0,7760,7760,7760,0
6160,43,82,155408,155408,131801,155408,152521,152521,0,0,0,0,0,0,13761,13761,13761,0
6161,20,82,27803,25835,21901,27803,24392,24392,0,0,0,0,0,0,1160,1160,1160,0
6162,47,82,35410,35410,35410,35410,35410,35410,0,0,0,0,0,0,1865,1865,1865,0
6163,18,82,34426,34426,33049,34426,33049,33049,0,0,0,0,0,0,1714,1714,1714,0
6164,23,82,139082,139082,120689,139082,123015,123015,0,0,0,0,0,0,9579,9579,9579,0
6165,48,82,1967,0,0,1967,0,0,0,0,0,0,0,0,0,0,0,0
6166,19,82,61377,61377,61377,61377,61377,61377,0,0,0,0,0,0,3527,3527,3527,0
6167,57,82,94426,0,0,94426,0,0,0,0,0,0,0,0,0,0,0,0
6168,38,82,367869,367869,259672,367869,343247,343247,0,0,0,0,0,0,53302,53302,53302,0
6169,41,82,284262,284262,165246,284262,233083,233083,0,0,0,0,0,0,29771,29771,29771,0
6170,64,82,210830,210830,0,210830,210830,210830,0,0,0,0,0,0,25017,25017,25017,0
6171,32,82,284262,284262,279344,284262,281376,281376,0,0,0,0,0,0,40086,40086,40086,0
6172,29,82,15738,15738,0,15738,15738,15738,0,0,0,0,0,0,606,606,606,0
6173,21,82,72354,16879,16879,66059,16879,16879,0,0,0,0,0,0,679,679,679,0
6174,78,82,85377,0,0,70820,0,0,0,0,0,0,0,0,0,0,0,0
6175,55,82,79672,79672,70820,79672,75342,75342,0,4149,0,0,0,0,272,272,272,0
6176,54,82,152262,132590,75541,152262,103510,103510,0,0,0,0,0,0,7457,7457,7457,0
6177,49,82,53115,53115,51639,53115,51639,51639,0,0,0,0,0,0,2904,2904,2904,0
6178,22,82,96393,96393,47213,96393,63999,63999,0,0,0,0,0,0,3695,3695,3695,0
6179,19,82,19672,19672,0,19672,19672,19672,0,0,0,0,0,0,858,858,858,0
6180,58,82,11213,0,0,11213,9836,9836,0,0,0,0,0,0,228,228,228,0
6181,58,82,70820,70820,70820,70820,70820,70820,0,4149,0,0,0,0,0,0,0,0
6182,93,82,13377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6183,35,82,266065,265967,217180,265967,245083,245083,0,0,0,0,0,0,32334,32334,32334,0
6184,35,82,108492,108492,106229,108492,106229,106229,0,0,0,0,0,0,7753,7753,7753,0
6185,50,82,42295,0,0,42295,0,0,0,0,0,0,0,0,0,0,0,0
6186,47,82,18570,0,0,18570,0,0,0,0,0,0,0,0,0,0,0,0
6187,17,82,39934,36787,35803,36787,35803,35803,0,0,0,0,0,0,1890,1890,1890,0
6188,83,120,22598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6189,56,120,354130,354130,305217,354130,351244,351244,0,0,0,0,0,0,55010,55010,55010,0
6190,52,120,23283,1174,0,23283,1174,1174,0,0,0,0,0,0,23,23,23,0
6191,29,120,259239,259239,234783,259239,254909,254909,0,0,0,0,0,0,34433,34433,34433,0
6192,23,120,146739,146739,140870,146739,143853,143853,0,0,0,0,0,0,12374,12374,12374,0
6193,86,120,22598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6194,78,120,22598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6195,47,120,82174,82174,70435,82174,79287,79287,0,4149,0,0,0,0,672,672,672,0
6196,33,120,46957,46957,46957,46957,46957,46957,0,0,0,0,0,0,2604,2604,2604,0
6197,26,120,11739,11739,7043,11739,7043,7043,0,0,0,0,0,0,135,135,135,0
6198,29,120,75326,75326,70435,75326,71926,71926,0,4149,0,0,0,0,53,53,53,0
6199,42,120,514565,397174,375652,514565,510235,510235,0,0,0,0,0,0,91895,91895,91895,0
6200,20,120,117391,117391,117391,117391,117391,117391,0,0,0,0,0,0,8967,8967,8967,0
6201,73,120,50772,28174,28174,28174,28174,28174,0,0,0,0,0,0,1402,1402,1402,0
6202,70,120,22598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6203,41,120,93913,93913,93913,93913,93913,93913,0,0,0,0,0,0,6413,6413,6413,0
6204,40,120,24946,24946,24946,24946,24946,24946,0,0,0,0,0,0,1195,1195,1195,0
6205,17,120,25239,25239,23478,25239,25239,25239,0,0,0,0,0,0,1214,1214,1214,0
6206,65,120,93913,0,0,93913,93913,93913,0,0,0,0,0,0,6413,6413,6413,0
6207,22,120,30033,30033,25826,30033,26535,26535,0,0,0,0,0,0,1297,1297,1297,0
6208,21,120,54587,54587,43826,54587,51383,51383,0,0,0,0,0,0,2887,2887,2887,0
6209,42,120,65618,7533,7533,65618,7533,7533,0,0,0,0,0,0,145,145,145,0
6210,16,120,23478,21130,21130,23478,23478,23478,0,0,0,0,0,0,1102,1102,1102,0
6211,53,120,114848,0,0,114848,90000,90000,0,0,0,0,0,0,5987,5987,5987,0
6212,27,120,71217,71217,65739,71217,65739,65739,0,4149,0,0,0,0,0,0,0,0
6213,30,120,10604,0,0,10604,2348,2348,0,0,0,0,0,0,45,45,45,0
6214,61,120,28370,0,0,28370,28370,28370,0,0,0,0,0,0,1415,1415,1415,0
6215,28,120,84522,84522,70435,84522,70435,70435,0,4149,0,0,0,0,0,0,0,0
6216,80,120,22304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6217,32,120,117391,117391,117391,117391,117391,117391,0,0,0,0,0,0,8967,8967,8967,0
6218,28,120,70435,70435,70435,70435,70435,70435,0,4149,0,0,0,0,0,0,0,0
6219,29,120,1393239,1393239,0,1393239,1393239,1393239,0,0,0,0,0,0,356882,356882,356882,0
6220,25,120,128348,99783,99783,128348,99783,99783,0,0,0,0,0,0,7051,7051,7051,0
6221,46,120,141652,141652,129130,141652,133092,133092,0,0,0,0,0,0,10675,10675,10675,0
6222,45,120,23478,17609,17609,23478,17609,17609,0,0,0,0,0,0,726,726,726,0
6223,58,120,55252,0,0,55252,0,0,0,0,0,0,0,0,0,0,0,0
6224,23,120,20348,20348,17609,20348,17609,17609,0,0,0,0,0,0,726,726,726,0
6225,23,120,55279,18885,18885,55279,55279,55279,0,0,0,0,0,0,3137,3137,3137,0
6226,32,120,167115,164361,135738,167115,162785,162785,0,0,0,0,0,0,15548,15548,15548,0
6227,27,120,209508,209508,171148,209508,202687,202687,0,0,0,0,0,0,23278,23278,23278,0
6228,44,120,97613,97613,89705,97613,90293,90293,0,0,0,0,0,0,6019,6019,6019,0
6229,39,120,40190,0,0,40190,5902,5902,0,0,0,0,0,0,113,113,113,0
6230,18,120,15344,15344,14164,15344,14164,14164,0,0,0,0,0,0,505,505,505,0
6231,17,120,11331,4721,4721,4721,4721,4721,0,0,0,0,0,0,91,91,91,0
6232,16,120,7377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6233,58,120,1235764,0,0,1235764,30689,30689,0,0,75541,0,0,0,77104,77104,77104,0
6234,45,120,189266,0,0,189266,0,0,0,0,0,0,0,0,0,0,0,0
6235,25,120,108984,108984,93443,108984,104654,104654,0,0,0,0,0,0,7581,7581,7581,0
6236,40,120,98557,98557,89705,98557,94227,94227,0,0,0,0,0,0,6447,6447,6447,0
6237,23,120,35607,0,0,35607,0,0,0,0,0,0,0,0,0,0,0,0
6238,38,165,75580,75580,62055,75580,70256,70256,0,0,0,0,0,0,4095,4095,4095,0
6239,40,165,11934,0,0,11934,11934,11934,0,0,0,0,0,0,363,363,363,0
6240,34,165,243646,0,0,243646,243646,243646,0,0,0,0,0,0,32027,32027,32027,0
6241,55,165,196707,196707,111381,196707,187507,187507,0,0,0,0,0,0,20036,20036,20036,0
6242,54,165,51713,0,0,51713,0,0,0,0,0,0,0,0,0,0,0,0
6243,28,165,93083,93083,93083,93083,93083,93083,0,0,0,0,0,0,6322,6322,6322,0
6244,40,165,71602,71602,71602,71602,143204,143204,0,4149,0,0,0,0,8122,8122,8122,0
6245,40,165,62055,62055,62055,62055,62055,62055,0,0,0,0,0,0,3570,3570,3570,0
6246,30,165,205856,205856,190939,205856,200083,200083,0,0,0,0,0,0,22722,22722,22722,0
6247,30,165,13923,0,0,13923,0,0,0,0,0,0,0,0,0,0,0,0
6248,42,165,111381,111381,103425,111381,107051,107051,0,0,0,0,0,0,7842,7842,7842,0
6249,40,165,72398,72398,72398,72398,72398,72398,0,4149,0,0,0,0,83,83,83,0
6250,22,165,62055,62055,62055,62055,62055,62055,0,0,0,0,0,0,3570,3570,3570,0
6251,40,165,135098,135098,93913,135098,110350,110350,0,0,0,0,0,0,8201,8201,8201,0
6252,16,165,32870,0,0,23478,0,0,0,0,0,0,0,0,0,0,0,0
6253,64,165,93913,0,0,93913,0,0,0,0,0,0,0,0,0,0,0,0
6254,45,165,165326,165326,117391,165326,143195,143195,0,0,0,0,0,0,12269,12269,12269,0
6255,32,165,160924,160924,127174,160924,139330,139330,0,0,0,0,0,0,11651,11651,11651,0
6256,35,165,25435,25435,25435,25435,25435,25435,0,0,0,0,0,0,1227,1227,1227,0
6257,43,165,141163,141163,108783,141163,119374,119374,0,0,0,0,0,0,9183,9183,9183,0
6258,65,165,22246,0,0,22246,0,0,0,0,0,0,0,0,0,0,0,0
6259,64,165,6828,0,0,6828,0,0,0,0,0,0,0,0,0,0,0,0
6260,32,165,36978,0,0,36978,0,0,0,0,0,0,0,0,0,0,0,0
6261,68,165,1367,0,0,1367,0,0,0,0,0,0,0,0,0,0,0,0
6262,69,165,59016,59016,59016,59016,59016,59016,0,0,0,0,0,0,3376,3376,3376,0
6263,38,165,318885,312983,290361,318885,303276,303276,0,0,0,0,0,0,44764,44764,44764,0
6264,23,165,71213,62361,60393,71213,60393,60393,0,0,0,0,0,0,3464,3464,3464,0
6265,59,165,267148,0,0,267148,0,0,0,0,0,0,0,0,0,0,0,0
6266,53,165,112721,0,0,112721,0,0,0,0,0,0,0,0,0,0,0,0
6267,35,165,122754,122754,79082,122754,101410,101410,0,0,0,0,0,0,7228,7228,7228,0
6268,28,165,173642,152003,102736,173642,127196,127196,0,0,1423,0,0,0,11457,11457,11457,0
6269,25,165,237541,156885,118033,237541,146162,146162,0,0,0,0,0,0,12744,12744,12744,0
6270,72,165,52328,26361,26361,35803,26361,26361,0,0,0,0,0,0,1286,1286,1286,0
6271,69,165,52525,393,0,36000,393,393,0,0,0,0,0,0,8,8,8,0
6272,31,165,84984,84984,84984,84984,84984,84984,0,0,0,0,0,0,5441,5441,5441,0
6273,29,165,93049,93049,92066,93049,92066,92066,0,0,0,0,0,0,6212,6212,6212,0
6274,29,165,93049,93049,92066,93049,92066,92066,0,0,0,0,0,0,6212,6212,6212,0
6275,67,165,186652,0,0,164348,0,0,0,0,0,0,0,0,0,0,0,0
6276,66,165,22304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6277,93,165,22598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6278,26,165,123456,123456,89217,123456,117683,117683,0,0,0,0,0,0,8999,8999,8999,0
6279,59,165,444130,438261,352174,442174,422978,422978,0,0,0,0,0,0,71372,71372,71372,0
6280,49,165,225000,223043,176087,223043,203847,203847,0,0,0,0,0,0,23526,23526,23526,0
6281,21,165,9587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6282,18,165,9391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6283,50,165,44022,2935,0,44022,2935,2935,0,0,0,0,0,0,56,56,56,0
6284,22,165,10174,0,0,10174,0,0,0,0,0,0,0,0,0,0,0,0
6285,47,165,367826,367826,328696,367826,364939,364939,0,0,0,0,0,0,57935,57935,57935,0
6286,20,165,14087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6287,16,165,9391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6288,72,165,29739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6289,37,165,82565,82565,61043,82565,66496,66496,0,0,0,0,0,0,3855,3855,3855,0
6290,33,165,88043,88043,84522,88043,85157,85157,0,0,0,0,0,0,5460,5460,5460,0
6291,17,165,91369,81391,81391,81978,81391,81391,0,0,0,0,0,0,5050,5050,5050,0
6292,58,165,144196,0,0,144196,0,0,0,0,0,0,0,0,0,0,0,0
6293,21,165,35609,35609,35609,35609,35609,35609,0,0,0,0,0,0,1878,1878,1878,0
6294,55,107,294007,0,0,294007,0,0,0,0,0,0,0,0,0,0,0,0
6295,56,107,136641,128685,109790,136641,133754,133754,0,0,0,0,0,0,10758,10758,10758,0
6296,29,107,136243,136243,114365,136243,131913,131913,0,0,0,0,0,0,10547,10547,10547,0
6297,72,107,22674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6298,60,107,100442,90497,76376,100442,88952,88952,0,0,0,0,0,0,5873,5873,5873,0
6299,27,107,79558,79558,69613,79558,70159,70159,0,4149,0,0,0,0,0,0,0,0
6300,55,107,23867,23867,23867,23867,23867,23867,0,0,0,0,0,0,1126,1126,1126,0
6301,23,107,57680,57680,54696,57680,54793,54793,0,0,0,0,0,0,3106,3106,3106,0
6302,53,107,98055,0,0,98055,0,0,0,0,0,0,0,0,0,0,0,0
6303,50,107,3978,0,0,3978,3978,3978,0,0,0,0,0,0,76,76,76,0
6304,19,107,83238,78464,74586,83238,80351,80351,0,4149,0,0,0,0,788,788,788,0
6305,45,107,130696,130696,91565,130696,103625,103625,0,0,0,0,0,0,7469,7469,7469,0
6306,16,107,91565,91565,91565,91565,91565,91565,0,0,0,0,0,0,6157,6157,6157,0
6307,28,107,102522,102522,97826,102522,102522,102522,0,0,0,0,0,0,7349,7349,7349,0
6308,39,107,64956,62609,50870,64956,62070,62070,0,0,0,0,0,0,3571,3571,3571,0
6309,34,107,113478,0,0,113478,113478,113478,0,0,0,0,0,0,8541,8541,8541,0
6310,17,107,23576,11446,0,11446,11446,11446,0,0,0,0,0,0,331,331,331,0
6311,60,107,84253,82296,76304,84253,78261,78261,0,0,0,0,0,0,4710,4710,4710,0
6312,19,107,82174,82174,66130,82174,76304,76304,0,4149,0,0,0,0,348,348,348,0
6313,77,107,57815,0,0,35217,0,0,0,0,0,0,0,0,0,0,0,0
6314,60,107,370956,0,0,370956,32870,32870,0,0,0,0,0,0,1703,1703,1703,0
6315,56,107,169239,169239,158478,169239,166352,166352,0,0,0,0,0,0,16188,16188,16188,0
6316,24,107,84326,84326,78261,84326,81196,81196,0,0,0,0,0,0,5029,5029,5029,0
6317,45,107,103288,103288,49338,103288,88729,88729,0,0,0,0,0,0,5849,5849,5849,0
6318,21,107,137016,85869,67869,137016,103803,103803,0,4149,0,0,0,0,3340,3340,3340,0
6319,20,107,89115,89115,74754,89115,76785,76785,0,0,0,0,0,0,4549,4549,4549,0
6320,49,107,184957,161311,141639,184918,174162,174162,0,0,0,0,0,0,17587,17587,17587,0
6321,46,107,3443,3443,0,3443,3443,3443,0,0,0,0,0,0,66,66,66,0
6322,69,107,14557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6323,61,107,320933,304409,0,320933,320933,320933,0,0,0,0,0,0,48535,48535,48535,0
6324,33,107,45246,0,0,45246,0,0,0,0,0,0,0,0,0,0,0,0
6325,40,107,88997,88997,86046,88997,86110,86110,0,0,0,0,0,0,5564,5564,5564,0
6326,21,107,122164,122164,117639,122164,119277,119277,0,0,0,0,0,0,9172,9172,9172,0
6327,19,107,15344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6328,77,107,17705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6329,60,107,78688,76721,0,78688,76721,76721,0,0,0,0,0,0,4542,4542,4542,0
6330,54,107,90000,90000,59016,90000,59016,59016,0,0,0,0,0,0,3376,3376,3376,0
6331,22,107,63344,63344,61377,63344,61377,61377,0,0,0,0,0,0,3527,3527,3527,0
6332,16,107,2754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6333,46,107,84033,57620,50870,77185,55272,55272,0,0,0,0,0,0,3136,3136,3136,0
6334,42,107,57033,57033,55957,57033,55957,55957,0,0,0,0,0,0,3180,3180,3180,0
6335,19,107,56935,56935,50870,56935,50870,50870,0,0,0,0,0,0,2855,2855,2855,0
6336,59,107,46956,43043,0,46956,46956,46956,0,0,0,0,0,0,2604,2604,2604,0
6337,60,107,40062,0,0,40062,0,0,0,0,0,0,0,0,0,0,0,0
6338,40,107,118467,118467,117000,118467,117000,117000,0,0,0,0,0,0,8924,8924,8924,0
6339,35,107,18783,0,0,9783,0,0,0,0,0,0,0,0,0,0,0,0
6340,32,107,118956,14674,11348,118956,14674,14674,0,0,0,0,0,0,538,538,538,0
6341,46,107,133043,133043,124630,133043,128714,128714,0,0,0,0,0,0,10199,10199,10199,0
6342,33,107,60417,57483,56152,60417,59087,59087,0,0,0,0,0,0,3380,3380,3380,0
6343,17,107,21893,18606,17628,18606,17628,17628,0,0,0,0,0,0,727,727,727,0
6344,66,140,120717,0,0,97826,29348,29348,0,0,0,0,0,0,1477,1477,1477,0
6345,33,140,197135,102342,84342,197135,131566,131566,0,0,0,0,0,0,10509,10509,10509,0
6346,25,140,16141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6347,34,140,154565,95870,95870,154565,95870,95870,0,0,0,0,0,0,6625,6625,6625,0
6348,29,140,96848,96848,91565,96848,96848,96848,0,0,0,0,0,0,6732,6732,6732,0
6349,29,140,90000,90000,61043,90000,84105,84105,0,0,0,0,0,0,5345,5345,5345,0
6350,54,140,281543,272152,249261,281543,272483,272483,0,0,0,0,0,0,38186,38186,38186,0
6351,40,140,180685,180685,140870,180685,174912,174912,0,0,0,0,0,0,17722,17722,17722,0
6352,39,140,95674,95674,76304,95674,83078,83078,0,0,0,0,0,0,5234,5234,5234,0
6353,17,140,5870,2348,0,2348,2348,2348,0,0,0,0,0,0,45,45,45,0
6354,36,140,232709,232709,126196,232709,226935,226935,0,0,0,0,0,0,28457,28457,28457,0
6355,18,140,9822,6359,5087,9176,6848,6848,0,0,0,0,0,0,131,131,131,0
6356,59,140,117000,117000,117000,117000,117000,117000,0,0,0,0,0,0,8924,8924,8924,0
6357,62,140,18098,0,0,18098,8315,8315,0,0,0,0,0,0,160,160,160,0
6358,24,140,92935,92935,71217,92935,87161,87161,0,4149,0,0,0,0,1529,1529,1529,0
6359,34,140,140674,110152,109370,140674,109370,109370,0,0,0,0,0,0,8094,8094,8094,0
6360,40,140,33652,25435,25435,33652,25435,25435,0,0,0,0,0,0,1227,1227,1227,0
6361,40,140,150652,150652,140870,150652,147766,147766,0,0,0,0,0,0,13000,13000,13000,0
6362,16,140,9391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6363,40,140,191935,176283,0,191935,191935,191935,0,0,0,0,0,0,20981,20981,20981,0
6364,42,140,166109,166109,127174,166109,146056,146056,0,0,0,0,0,0,12727,12727,12727,0
6365,40,140,254348,254348,234783,254348,251461,251461,0,0,0,0,0,0,33696,33696,33696,0
6366,44,140,624017,0,0,624017,0,0,0,0,0,0,0,0,0,0,0,0
6367,56,140,236066,236066,236066,236066,236066,236066,0,0,0,0,0,0,30408,30408,30408,0
6368,26,140,95902,95902,82623,95902,87081,87081,0,0,0,0,0,0,5669,5669,5669,0
6369,26,140,23607,23607,23607,23607,23607,23607,0,0,0,0,0,0,1110,1110,1110,0
6370,38,140,166820,166820,141639,166820,158425,158425,0,0,0,0,0,0,14767,14767,14767,0
6371,34,140,86164,86164,80262,86164,83277,83277,0,0,0,0,0,0,5255,5255,5255,0
6372,32,140,118033,118033,106229,118033,115146,115146,0,0,0,0,0,0,8723,8723,8723,0
6373,70,140,22426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6374,40,140,82623,82623,82623,82623,82623,82623,0,0,0,0,0,0,5184,5184,5184,0
6375,37,140,52328,0,0,52328,0,0,0,0,0,0,0,0,0,0,0,0
6376,34,140,18885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6377,16,140,33049,33049,33049,33049,33049,33049,0,0,0,0,0,0,1714,1714,1714,0
6378,50,140,330606,330606,0,330606,330606,330606,0,0,0,0,0,0,50601,50601,50601,0
6379,29,140,186688,186688,169967,186688,182359,182359,0,0,0,0,0,0,19056,19056,19056,0
6380,17,140,44066,31475,25574,31475,30492,30492,0,0,0,0,0,0,1550,1550,1550,0
6381,27,140,110951,110951,70820,110951,110951,110951,0,4149,0,0,0,0,4117,4117,4117,0
6382,34,140,128852,128852,84984,128852,113637,113637,0,0,0,0,0,0,8558,8558,8558,0
6383,52,140,162688,162688,90885,162688,151014,151014,0,0,0,0,0,0,13520,13520,13520,0
6384,55,140,86164,0,0,86164,0,0,0,0,0,0,0,0,0,0,0,0
6385,42,140,188852,177049,141639,188852,160916,160916,0,0,0,0,0,0,15213,15213,15213,0
6386,42,140,138492,109574,70820,138492,88722,88722,0,4149,0,0,0,0,1699,1699,1699,0
6387,19,140,8262,1967,0,8262,8262,8262,0,0,0,0,0,0,159,159,159,0
6388,23,140,66098,66098,66098,66098,66098,66098,0,4149,0,0,0,0,0,0,0,0
6389,67,147,16131,2361,0,16131,16131,16131,0,0,0,0,0,0,631,631,631,0
6390,42,147,116164,116164,111147,116164,112262,112262,0,0,0,0,0,0,8409,8409,8409,0
6391,20,147,53508,53508,53508,53508,53508,53508,0,0,0,0,0,0,3023,3023,3023,0
6392,31,147,106328,106328,103869,106328,103869,103869,0,0,0,0,0,0,7496,7496,7496,0
6393,29,147,135344,105836,103869,135344,133377,133377,0,0,0,0,0,0,10706,10706,10706,0
6394,63,147,87148,87148,84984,87148,84984,84984,0,0,0,0,0,0,5441,5441,5441,0
6395,48,147,220229,0,0,220229,35410,35410,0,0,0,0,0,0,1865,1865,1865,0
6396,27,147,99344,99344,92066,99344,94884,94884,0,0,0,0,0,0,6518,6518,6518,0
6397,27,147,12787,8852,0,12787,12787,12787,0,0,0,0,0,0,417,417,417,0
6398,35,161,114456,114456,82174,114456,95453,95453,0,0,0,0,0,0,6580,6580,6580,0
6399,37,161,46957,46957,46957,46957,46957,46957,0,0,0,0,0,0,2604,2604,2604,0
6400,19,161,20348,20348,20348,20348,20348,20348,0,0,0,0,0,0,901,901,901,0
6401,22,161,70435,70435,70435,70435,70435,70435,0,4149,0,0,0,0,0,0,0,0
6402,20,161,3913,0,0,3913,3913,3913,0,0,0,0,0,0,75,75,75,0
6403,37,161,70435,70435,70435,70435,70435,70435,0,4149,0,0,0,0,0,0,0,0
6404,25,161,61043,61043,61043,61043,61043,61043,0,0,0,0,0,0,3506,3506,3506,0
6405,59,161,61043,61043,61043,61043,61043,61043,0,0,0,0,0,0,3506,3506,3506,0
6406,32,161,102913,102913,84522,102913,87505,87505,0,0,0,0,0,0,5715,5715,5715,0
6407,47,161,162297,68384,0,162297,68384,68384,0,0,0,0,0,0,3976,3976,3976,0
6408,16,161,132848,132848,132261,132848,132261,132261,0,0,0,0,0,0,10585,10585,10585,0
6409,39,161,193304,193304,193304,193304,193304,193304,0,0,0,0,0,0,21274,21274,21274,0
6410,36,161,119739,119739,101739,119739,106922,106922,0,0,0,0,0,0,7828,7828,7828,0
6411,60,161,90391,90391,90391,90391,90391,90391,0,0,0,0,0,0,6029,6029,6029,0
6412,65,161,34043,0,0,11739,0,0,0,0,0,0,0,0,0,0,0,0
6413,37,161,216336,216336,190902,216336,212007,212007,0,0,0,0,0,0,25269,25269,25269,0
6414,36,161,111522,111522,101739,111522,108635,108635,0,0,0,0,0,0,8014,8014,8014,0
6415,45,161,254348,254348,254348,254348,254348,254348,0,0,0,0,0,0,34313,34313,34313,0
6416,79,161,140144,0,0,124997,0,0,0,0,0,0,0,0,0,0,0,0
6417,72,161,197115,122951,118033,181967,120064,120064,0,0,0,0,0,0,9258,9258,9258,0
6418,69,161,33049,0,0,33049,0,0,0,0,0,0,0,0,0,0,0,0
6419,34,161,77902,77902,66492,77902,67999,67999,0,4149,0,0,0,0,0,0,0,0
6420,71,161,65902,3541,0,50754,3541,3541,0,0,0,0,0,0,68,68,68,0
6421,27,161,92066,92066,92066,92066,92066,92066,0,0,0,0,0,0,6212,6212,6212,0
6422,55,161,165246,165246,165246,165246,330492,330492,0,0,0,0,0,0,50577,50577,50577,0
6423,53,161,261639,261639,212459,261639,258753,258753,0,0,0,0,0,0,35254,35254,35254,0
6424,32,161,147541,147541,141639,147541,144654,144654,0,0,0,0,0,0,12502,12502,12502,0
6425,23,161,106229,106229,102295,106229,103343,103343,0,0,0,0,0,0,7439,7439,7439,0
6426,47,161,76304,76304,76304,76304,76304,76304,0,0,0,0,0,0,4497,4497,4497,0
6427,52,161,5870,5870,5870,5870,5870,5870,0,0,0,0,0,0,113,113,113,0
6428,52,161,5870,5870,5870,5870,5870,5870,0,0,0,0,0,0,113,113,113,0
6429,32,161,90978,90978,58696,90978,90978,90978,0,0,0,0,0,0,6093,6093,6093,0
6430,18,161,73370,73370,70435,73370,70483,70483,0,4149,0,0,0,0,0,0,0,0
6431,72,161,104772,0,0,82174,0,0,0,0,0,0,0,0,0,0,0,0
6432,71,161,22598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6433,30,161,105554,105554,70435,105554,85844,85844,0,4149,0,0,0,0,1386,1386,1386,0
6434,74,161,22598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6435,74,133,268517,129836,118033,238615,126949,126949,0,0,0,0,0,0,10007,10007,10007,0
6436,66,133,82623,82623,82623,82623,82623,82623,0,0,0,0,0,0,5184,5184,5184,0
6437,39,133,567836,174393,169967,567836,170523,170523,0,0,23502,0,0,0,40437,40437,40437,0
6438,34,133,173311,172131,165246,173311,169245,169245,0,0,0,0,0,0,16706,16706,16706,0
6439,55,133,122754,122754,122754,122754,122754,122754,0,0,0,0,0,0,9550,9550,9550,0
6440,55,133,37377,15344,15344,37377,23213,23213,0,0,0,0,0,0,1085,1085,1085,0
6441,27,133,337869,322524,236066,337869,326725,326725,0,0,0,0,0,0,49772,49772,49772,0
6442,17,133,6295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6443,29,133,188656,0,0,188656,0,0,0,0,0,0,0,0,0,0,0,0
6444,50,133,129404,111326,93913,129404,108439,108439,0,0,0,0,0,0,7993,7993,7993,0
6445,49,133,97728,97728,93913,97728,94842,94842,0,0,0,0,0,0,6514,6514,6514,0
6446,29,133,88239,88239,76793,88239,78309,78309,0,0,0,0,0,0,4715,4715,4715,0
6447,21,133,66033,66033,66033,66033,66033,66033,0,4149,0,0,0,0,0,0,0,0
6448,36,133,244565,244565,234783,244565,241679,241679,0,0,0,0,0,0,31607,31607,31607,0
6449,29,133,68380,68380,61043,68380,64050,64050,0,0,0,0,0,0,3698,3698,3698,0
6450,63,133,234783,0,0,234783,0,0,0,0,0,0,0,0,0,0,0,0
6451,53,121,110337,86470,83536,110337,83583,83583,0,0,0,0,0,0,5289,5289,5289,0
6452,19,121,106260,106260,83536,106260,86473,86473,0,0,0,0,0,0,5603,5603,5603,0
6453,59,121,86121,74586,71602,86121,71699,71699,0,4149,0,0,0,0,39,39,39,0
6454,31,121,11138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
