id_n,tot_inc,taxable_income,pitax,pitax1,pitax2,pitax_diff
111754,111522,105652,7690,7690,6339,-1351
111755,58654,1967,38,38,118,80
111756,70621,0,-0,-0,-0,-0
111757,101508,101508,7239,7239,6090,-1148
111758,16052,6098,117,117,366,249
111759,89705,89705,5955,5955,5382,-572
111760,114492,94426,6468,6468,5666,-803
111761,131803,121048,9365,9365,7263,-2102
111762,6295,0,-0,-0,-0,-0
111763,6295,0,-0,-0,-0,-0
111764,220820,141639,12020,12020,8498,-3522
111765,15148,0,-0,-0,-0,-0
111766,24590,0,-0,-0,-0,-0
111767,14951,0,-0,-0,-0,-0
111768,14951,0,-0,-0,-0,-0
111769,64131,61377,3527,3527,3683,156
111770,9443,9443,203,203,567,363
111771,61043,61043,3506,3506,3663,157
111772,140870,140870,11897,11897,8452,-3445
111773,82471,73761,4320,4320,4426,106
111774,107609,104722,7589,7589,6283,-1305
111775,9391,0,-0,-0,-0,-0
111776,91565,91565,6157,6157,5494,-663
111777,61630,58744,3359,3359,3525,166
111778,35217,35217,1853,1853,2113,260
111779,90000,90000,5987,5987,5400,-587
111780,30522,0,-0,-0,-0,-0
111781,108235,0,-0,-0,-0,-0
111782,32870,32870,1703,1703,1972,270
111783,131478,131478,10500,10500,7889,-2611
111784,459783,456896,79349,79349,58279,-21070
111785,70435,70435,4107,4107,4226,119
111786,346883,58696,3355,3355,3522,166
111787,117783,114896,8696,8696,6894,-1802
111788,27929,21913,1001,1001,1315,313
111789,97826,94939,6524,6524,5696,-828
111790,23478,23478,1102,1102,1409,307
111791,93913,93913,6413,6413,5635,-778
111792,63978,41087,2228,2228,2465,237
111793,95185,93913,6413,6413,5635,-778
111794,173645,0,-0,-0,-0,-0
111795,64953,0,-0,-0,-0,-0
111796,17705,0,-0,-0,-0,-0
111797,146557,143671,12345,12345,8620,-3725
111798,92066,92066,6212,6212,5524,-688
111799,93934,92066,6212,6212,5524,-688
111800,102315,101331,7220,7220,6080,-1140
111801,984,0,-0,-0,-0,-0
111802,192098,131902,10546,10546,7914,-2632
111803,22426,0,-0,-0,-0,-0
111804,87344,87344,5698,5698,5241,-457
111805,35217,0,-0,-0,-0,-0
111806,39068,0,-0,-0,-0,-0
111807,288000,252908,34005,34005,25365,-8640
111808,52435,52435,2955,2955,3146,191
111809,408169,70435,4107,4107,4226,119
111810,3130,0,-0,-0,-0,-0
111811,35217,35217,1853,1853,2113,260
111812,159871,117121,8938,8938,7027,-1910
111813,39913,35804,1890,1890,2148,258
111814,140870,140870,11897,11897,8452,-3445
111815,113283,110396,8206,8206,6624,-1582
111816,267554,93179,6333,6333,5591,-742
111817,110692,110692,8238,8238,6642,-1597
111818,45845,0,-0,-0,-0,-0
111819,26155,0,-0,-0,-0,-0
111820,50917,50917,2858,2858,3055,197
111821,26930,16906,681,681,1014,333
111822,52230,43081,2356,2356,2585,229
111823,41863,0,-0,-0,-0,-0
111824,108740,0,-0,-0,-0,-0
111825,98254,98254,6885,6885,5895,-990
111826,57282,57282,3265,3265,3437,172
111827,109174,95087,6540,6540,5705,-835
111828,14087,0,-0,-0,-0,-0
111829,32870,32870,1703,1703,1972,270
111830,41478,27391,1352,1352,1643,292
111831,43108,29021,1456,1456,1741,285
111832,122283,122283,9499,9499,7337,-2162
111833,23478,23478,1102,1102,1409,307
111834,81587,67500,3919,3919,4050,131
111835,73565,65739,3806,3806,3944,138
111836,36685,0,-0,-0,-0,-0
111837,58696,0,-0,-0,-0,-0
111838,51222,51222,2877,2877,3073,196
111839,10377,5115,98,98,307,209
111840,106229,106229,7753,7753,6374,-1379
111841,84984,84984,5441,5441,5099,-342
111842,84984,66098,3829,3829,3966,137
111843,55082,55082,3124,3124,3305,181
111844,70820,70820,4131,4131,4249,118
111845,51620,35882,1895,1895,2153,258
111846,70820,70820,4131,4131,4249,118
111847,86164,86164,5569,5569,5170,-400
111848,44695,44695,2459,2459,2682,222
111849,26014,0,-0,-0,-0,-0
111850,61043,61043,3506,3506,3663,157
111851,9783,0,-0,-0,-0,-0
111852,93913,93913,6413,6413,5635,-778
111853,58696,58696,3355,3355,3522,166
111854,37166,0,-0,-0,-0,-0
111855,15875,13793,482,482,828,346
111856,56739,56739,3230,3230,3404,174
111857,93913,58696,3355,3355,3522,166
111858,17609,17609,726,726,1057,331
111859,29817,29817,1507,1507,1789,282
111860,1957,1957,38,38,117,80
111861,6914,0,-0,-0,-0,-0
111862,2348,2348,45,45,141,96
111863,10612,0,-0,-0,-0,-0
111864,84522,84522,5391,5391,5071,-319
111865,7435,0,-0,-0,-0,-0
111866,85500,84522,5391,5391,5071,-319
111867,32870,32870,1703,1703,1972,270
111868,70435,70435,4107,4107,4226,119
111869,19467,19467,845,845,1168,323
111870,42261,42261,2304,2304,2536,232
111871,42457,42457,2316,2316,2547,231
111872,56348,56348,3205,3205,3381,176
111873,57815,0,-0,-0,-0,-0
111874,105652,349,7,7,21,14
111875,134022,129692,10305,10305,7782,-2524
111876,175696,175696,17862,17862,13011,-4851
111877,120279,0,-0,-0,-0,-0
111878,87476,68155,3961,3961,4089,128
111879,134530,0,-0,-0,-0,-0
111880,46957,46957,2604,2604,2817,213
111881,140744,116440,11508,11508,8445,-3063
111882,30052,30052,1522,1522,1803,281
111883,15652,15652,601,601,939,338
111884,151435,137348,11333,11333,8241,-3093
111885,70435,70435,4107,4107,4226,119
111886,46956,18783,801,801,1127,326
111887,19076,19076,820,820,1145,325
111888,4011,4011,77,77,241,164
111889,147404,145570,12649,12649,8734,-3915
111890,156688,25475,1229,1229,1529,299
111891,41016,0,-0,-0,-0,-0
111892,8695,7869,151,151,472,321
111893,67279,38951,2092,2092,2337,245
111894,47607,47607,2646,2646,2856,211
111895,120492,118033,9037,9037,7082,-1955
111896,16359,0,-0,-0,-0,-0
111897,145574,142687,12188,12188,8561,-3626
111898,70820,70820,4131,4131,4249,118
111899,84736,0,-0,-0,-0,-0
111900,91672,73835,4324,4324,4430,106
111901,7475,0,-0,-0,-0,-0
111902,30688,1180,23,23,71,48
111903,194754,191867,20967,20967,15599,-5368
111904,73967,71081,4148,4148,4265,117
111905,36197,28328,1412,1412,1700,288
111906,78492,75605,4438,4438,4536,99
111907,91877,0,-0,-0,-0,-0
111908,44380,44380,2439,2439,2663,224
111909,34525,0,-0,-0,-0,-0
111910,22721,0,-0,-0,-0,-0
111911,84984,84984,5441,5441,5099,-342
111912,23607,23607,1110,1110,1416,307
111913,3934,3934,76,76,236,161
111914,59233,56656,3225,3225,3399,174
111915,47213,47213,2621,2621,2833,212
111916,3148,0,-0,-0,-0,-0
111917,73770,70884,4135,4135,4253,118
111918,23092,0,-0,-0,-0,-0
111919,24056,994,19,19,60,41
111920,23092,0,-0,-0,-0,-0
111921,31047,0,-0,-0,-0,-0
111922,264530,264530,36488,36488,27225,-9263
111923,62930,0,-0,-0,-0,-0
111924,150166,106790,12533,12533,9010,-3523
111925,8552,8552,164,164,513,349
111926,90783,90783,6072,6072,5447,-625
111927,74348,74348,4357,4357,4461,104
111928,21130,11739,350,350,704,354
111929,294887,0,-0,-0,-0,-0
111930,9391,0,-0,-0,-0,-0
111931,188413,139109,11615,11615,8347,-3269
111932,46957,46957,2604,2604,2817,213
111933,76891,74005,4335,4335,4440,105
111934,62609,62609,3606,3606,3757,151
111935,34043,24652,1177,1177,1479,302
111936,49226,49226,2749,2749,2954,204
111937,9391,9391,200,200,563,364
111938,144984,0,-0,-0,-0,-0
111939,134125,0,-0,-0,-0,-0
111940,94426,94426,6468,6468,5666,-803
111941,63738,63738,3678,3678,3824,146
111942,81246,63738,3678,3678,3824,146
111943,96393,94426,6468,6468,5666,-803
111944,146951,134557,10887,10887,8073,-2814
111945,25435,25435,1227,1227,1526,299
111946,49598,0,-0,-0,-0,-0
111947,146543,140770,11881,11881,8446,-3435
111948,46115,0,-0,-0,-0,-0
111949,73565,70435,4107,4107,4226,119
111950,7826,0,-0,-0,-0,-0
111951,89256,85857,5536,5536,5151,-385
111952,15848,0,-0,-0,-0,-0
111953,89374,89374,5919,5919,5362,-556
111954,83974,83974,5331,5331,5038,-293
111955,113478,110592,8227,8227,6635,-1592
111956,272446,217711,26976,26976,20223,-6753
111957,86478,86478,5604,5604,5189,-415
111958,88630,4891,94,94,293,200
111959,43630,43630,2391,2391,2618,227
111960,90196,90196,6008,6008,5412,-596
111961,103402,100198,7096,7096,6012,-1084
111962,103304,103304,7434,7434,6198,-1236
111963,57815,0,-0,-0,-0,-0
111964,57275,57275,3265,3265,3437,172
111965,93467,87597,5725,5725,5256,-470
111966,14087,8217,158,158,493,335
111967,88239,86478,5604,5604,5189,-415
111968,20250,20250,895,895,1215,320
111969,4696,0,-0,-0,-0,-0
111970,639368,0,-0,-0,-0,-0
111971,12913,0,68,68,211,144
111972,120522,120522,9308,9308,7231,-2076
111973,91475,91475,6147,6147,5489,-659
111974,3148,0,-0,-0,-0,-0
111975,109889,0,-0,-0,-0,-0
111976,59016,0,-0,-0,-0,-0
111977,81344,80262,4927,4927,4816,-112
111978,53508,0,-0,-0,-0,-0
111979,94584,91697,6171,6171,5502,-670
111980,100249,96445,6688,6688,5787,-901
111981,121180,119737,9222,9222,7184,-2038
111982,35508,8951,172,172,537,365
111983,24393,24393,1160,1160,1464,303
111984,126783,126783,9989,9989,7607,-2382
111985,9391,0,-0,-0,-0,-0
111986,79826,79826,4880,4880,4790,-90
111987,1761,0,-0,-0,-0,-0
111988,109409,72313,4227,4227,4339,112
111989,22598,0,-0,-0,-0,-0
111990,99947,99947,7069,7069,5997,-1072
111991,2935,0,-0,-0,-0,-0
111992,22598,0,-0,-0,-0,-0
111993,31574,31574,1620,1620,1894,275
111994,59283,49891,2792,2792,2993,202
111995,95185,79826,4880,4880,4790,-90
111996,110516,108266,7974,7974,6496,-1478
111997,69065,0,-0,-0,-0,-0
111998,54391,51652,2905,2905,3099,194
111999,211304,211304,25119,25119,18709,-6410
112000,93913,93913,6413,6413,5635,-778
112001,23478,23478,1102,1102,1409,307
112002,126020,0,-0,-0,-0,-0
112003,41870,0,-0,-0,-0,-0
112004,60163,58696,3355,3355,3522,166
112005,28174,28174,1402,1402,1690,288
112006,8804,8804,169,169,528,359
112007,115826,110053,8169,8169,6603,-1565
112008,65250,60137,3448,3448,3608,161
112009,81880,76377,4505,4505,4583,78
112010,72196,67083,3892,3892,4025,133
112011,6574,0,-0,-0,-0,-0
112012,90295,0,-0,-0,-0,-0
112013,9836,0,-0,-0,-0,-0
112014,118426,112653,8451,8451,6759,-1692
112015,26164,23607,1110,1110,1416,307
112016,255246,0,-0,-0,-0,-0
112017,22426,0,-0,-0,-0,-0
112018,87541,84654,5405,5405,5079,-326
112019,27934,27934,1387,1387,1676,289
112020,50557,0,-0,-0,-0,-0
112021,125705,122031,9472,9472,7322,-2150
112022,154033,151146,13541,13541,9083,-4458
112023,100328,100328,7110,7110,6020,-1091
112024,94426,94426,6468,6468,5666,-803
112025,67593,61889,3560,3560,3713,154
112026,67967,63637,3672,3672,3818,147
112027,56656,56656,3225,3225,3399,174
112028,1967,1967,38,38,118,80
112029,47735,0,-0,-0,-0,-0
112030,85923,85923,5543,5543,5155,-388
112031,92486,88804,5857,5857,5328,-528
112032,92904,10442,267,267,627,359
112033,92486,88156,5786,5786,5289,-497
112034,30431,30431,1547,1547,1826,279
112035,16906,16906,681,681,1014,333
112036,64442,62055,3570,3570,3723,153
112037,77370,68022,3952,3952,4081,129
112038,66630,62300,3586,3586,3738,152
112039,66522,66522,3856,3856,3991,135
112040,65935,57130,3255,3255,3428,173
112041,72880,70435,4107,4107,4226,119
112042,138522,0,-0,-0,-0,-0
112043,7043,7043,135,135,423,287
112044,71413,70435,4107,4107,4226,119
112045,110935,108048,7950,7950,6483,-1468
112046,9391,0,-0,-0,-0,-0
112047,221087,216757,26283,26283,19581,-6702
112048,120295,115965,8812,8812,6958,-1854
112049,319774,110425,8209,8209,6625,-1584
112050,77115,73244,4287,4287,4395,108
112051,119410,116523,8873,8873,6991,-1881
112052,120393,90657,6058,6058,5439,-619
112053,93639,90753,6069,6069,5445,-624
112054,80262,80262,4927,4927,4816,-112
112055,65311,61901,3561,3561,3714,153
112056,52328,0,-0,-0,-0,-0
112057,7987,0,-0,-0,-0,-0
112058,62640,0,-0,-0,-0,-0
112059,219588,14164,505,505,850,344
112060,89311,70820,4131,4131,4249,118
112061,70169,70169,4090,4090,4210,120
112062,10565,10565,275,275,634,359
112063,16826,16826,676,676,1010,334
112064,46565,46565,2579,2579,2794,215
112065,50870,50870,2855,2855,3052,198
112066,7826,7826,150,150,470,319
112067,31304,31304,1602,1602,1878,276
112068,25826,25826,1252,1252,1550,298
112069,6597,0,-0,-0,-0,-0
112070,42261,42261,2304,2304,2536,232
112071,48717,46957,2604,2604,2817,213
112072,42261,42261,2304,2304,2536,232
112073,79611,73081,4276,4276,4385,109
112074,29348,27904,1385,1385,1674,289
112075,4500,0,-0,-0,-0,-0
112076,109076,84426,5380,5380,5066,-315
112077,82761,79874,4885,4885,4792,-93
112078,11739,0,-0,-0,-0,-0
112079,5087,587,11,11,35,24
112080,109076,84426,5380,5380,5066,-315
112081,84717,73956,4332,4332,4437,105
112082,207391,203061,23358,23358,17390,-5968
112083,5870,0,-0,-0,-0,-0
112084,154467,63587,3668,3668,3815,147
112085,65504,65504,3791,3791,3930,139
112086,76696,76696,4539,4539,4602,62
112087,127174,124287,9717,9717,7457,-2260
112088,21130,11739,350,350,704,354
112089,50576,28174,1402,1402,1690,288
112090,29759,29759,1503,1503,1786,282
112091,23478,23478,1102,1102,1409,307
112092,38152,27098,1333,1333,1626,293
112093,1370,587,11,11,35,24
112094,100663,98609,6923,6923,5917,-1007
112095,67989,0,-0,-0,-0,-0
112096,23478,0,-0,-0,-0,-0
112097,9391,7983,153,153,479,326
112098,16826,-1467,-28,-28,-88,-60
112099,75130,75130,4407,4407,4508,101
112100,15148,0,-0,-0,-0,-0
112101,82033,82033,5120,5120,4922,-198
112102,3148,0,-0,-0,-0,-0
112103,64131,1770,34,34,106,72
112104,64328,61441,3531,3531,3686,155
112105,71370,69403,4041,4041,4164,123
112106,74262,71344,4165,4165,4281,116
112107,161508,150753,13478,13478,9045,-4433
112108,68262,11508,335,335,690,355
112109,59115,56688,3227,3227,3401,174
112110,117049,48654,2713,2713,2919,206
112111,82442,69215,4029,4029,4153,124
112112,24265,23867,1126,1126,1432,306
112113,25459,0,-0,-0,-0,-0
112114,33251,7240,139,139,434,295
112115,47735,47735,2654,2654,2864,210
112116,66829,66829,3876,3876,4010,134
112117,75580,75580,4436,4436,4535,99
112118,41768,41768,2272,2272,2506,234
112119,76376,76376,4504,4504,4583,78
112120,36199,19094,821,821,1146,325
112121,16110,0,-0,-0,-0,-0
112122,47735,0,-0,-0,-0,-0
112123,62055,56088,3189,3189,3365,177
112124,71256,71256,4159,4159,4275,116
112125,84717,56861,3238,3238,3412,174
112126,46957,46957,2604,2604,2817,213
112127,9391,0,-0,-0,-0,-0
112128,50380,50380,2823,2823,3023,200
112129,43826,43826,2404,2404,2630,226
112130,18783,18783,801,801,1127,326
112131,75874,75874,4455,4455,4552,98
112132,86087,86087,5561,5561,5165,-396
112133,9587,196,4,4,12,8
112134,46174,46174,2554,2554,2770,216
112135,73761,73761,4320,4320,4426,106
112136,98361,95474,6582,6582,5728,-854
112137,28328,28328,1412,1412,1700,288
112138,30826,30826,1572,1572,1850,278
112139,30826,30826,1572,1572,1850,278
112140,38715,26321,1283,1283,1579,296
112141,35410,35410,1865,1865,2125,259
112142,33061,10328,260,260,620,360
112143,7869,787,15,15,47,32
112144,21088,14007,495,495,840,345
112145,42098,42098,2293,2293,2526,233
112146,8616,8616,165,165,517,352
112147,63148,63148,3640,3640,3789,148
112148,72708,72708,4252,4252,4362,110
112149,12511,12511,400,400,751,351
112150,16930,0,-0,-0,-0,-0
112151,72079,70820,4131,4131,4249,118
112152,15049,15049,562,562,903,341
112153,51580,51580,2900,2900,3095,195
112154,3958,0,-0,-0,-0,-0
112155,18885,18885,808,808,1133,326
112156,83152,83152,5242,5242,4989,-253
112157,6750,6750,130,130,405,275
112158,38700,38348,2053,2053,2301,248
112159,106317,96774,6724,6724,5806,-917
112160,9861,0,-0,-0,-0,-0
112161,36000,36000,1903,1903,2160,257
112162,83348,83348,5263,5263,5001,-262
112163,21424,21130,951,951,1268,317
112164,23185,23185,1083,1083,1391,308
112165,41087,41087,2228,2228,2465,237
112166,120522,116192,8836,8836,6972,-1865
112167,50283,22891,1064,1064,1373,310
112168,7924,5283,101,101,317,216
112169,45783,45783,2529,2529,2747,218
112170,19957,19957,876,876,1197,321
112171,8804,0,-0,-0,-0,-0
112172,5870,5870,113,113,352,239
112173,45978,41648,2264,2264,2499,234
112174,68674,68674,3994,3994,4120,126
112175,1671,1671,32,32,100,68
112176,82641,0,-0,-0,-0,-0
112177,62851,15912,617,617,955,337
112178,22674,0,-0,-0,-0,-0
112179,47934,47934,2667,2667,2876,209
112180,49724,0,-0,-0,-0,-0
112181,30033,30033,1521,1521,1802,281
112182,478342,451093,77985,77985,57119,-20866
112183,95674,91344,6133,6133,5481,-652
112184,7239,0,-0,-0,-0,-0
112185,3287,0,-0,-0,-0,-0
112186,23478,23478,1102,1102,1409,307
112187,590658,564101,104564,104564,79720,-24844
112188,368679,368679,58734,58734,43889,-14845
112189,51985,0,-0,-0,-0,-0
112190,1820,0,-0,-0,-0,-0
112191,75130,75130,4407,4407,4508,101
112192,117391,117391,8967,8967,7043,-1924
112193,95087,95087,6540,6540,5705,-835
112194,257067,215756,26070,26070,19421,-6649
112195,587898,553149,101988,101988,77530,-24458
112196,59902,1770,34,34,106,72
112197,53508,0,-0,-0,-0,-0
112198,471541,451604,78105,78105,57221,-20884
112199,50164,50164,2809,2809,3010,200
112200,7082,3836,74,74,230,157
112201,5902,5902,113,113,354,241
112202,21541,0,-0,-0,-0,-0
112203,117443,102883,7389,7389,6173,-1216
112204,237717,223605,27746,27746,20677,-7069
112205,91565,91565,6157,6157,5494,-663
112206,64174,64174,3706,3706,3850,144
112207,104380,81391,5050,5050,4883,-167
112208,23079,0,-0,-0,-0,-0
112209,3130,0,-0,-0,-0,-0
112210,130304,93839,6405,6405,5630,-774
112211,22598,0,-0,-0,-0,-0
112212,22598,0,-0,-0,-0,-0
112213,84522,84522,5391,5391,5071,-319
112214,32870,32870,1703,1703,1972,270
112215,143217,138887,11580,11580,8333,-3247
112216,281293,0,-0,-0,-0,-0
112217,18587,18587,788,788,1115,327
112218,51652,51652,2905,2905,3099,194
112219,52043,6359,122,122,382,259
112220,52760,0,-0,-0,-0,-0
112221,10957,10957,300,300,657,357
112222,71022,67133,3895,3895,4028,133
112223,56739,49402,3230,3230,3404,174
112224,69652,53883,3047,3047,3233,186
112225,60703,11446,331,331,687,355
112226,15652,0,-0,-0,-0,-0
112227,58696,58696,3355,3355,3522,166
112228,101739,101739,7264,7264,6104,-1160
112229,560438,15261,576,576,916,340
112230,97826,97826,6838,6838,5870,-969
112231,64565,64565,3731,3731,3874,143
112232,9783,6359,122,122,382,259
112233,77283,77283,4603,4603,4637,34
112234,64076,64076,3700,3700,3845,145
112235,66295,61377,3527,3527,3683,156
112236,69639,24098,1141,1141,1446,305
112237,30295,0,-0,-0,-0,-0
112238,105675,0,-0,-0,-0,-0
112239,76328,76328,4499,4499,4580,80
112240,59016,59016,3376,3376,3541,165
112241,231967,716,14,14,43,29
112242,73691,72398,4232,4232,4344,111
112243,40575,40575,2196,2196,2434,239
112244,61160,0,-0,-0,-0,-0
112245,23967,0,-0,-0,-0,-0
112246,35801,35801,1890,1890,2148,258
112247,3978,3978,76,76,239,162
112248,271595,138833,11571,11571,8330,-3241
112249,22972,0,-0,-0,-0,-0
112250,90477,88488,5822,5822,5309,-513
112251,2009,2009,39,39,121,82
112252,44055,44055,2418,2418,2643,225
112253,48522,48522,2704,2704,2911,207
112254,391645,325123,49430,49430,36920,-12511
112255,30130,0,-0,-0,-0,-0
112256,114261,31793,1634,1634,1908,274
112257,88513,88513,5825,5825,5311,-514
112258,46957,46957,2604,2604,2817,213
112259,81489,77600,4638,4638,4656,18
112260,101453,97123,6762,6762,5827,-934
112261,139668,135738,11076,11076,8144,-2932
112262,152361,137835,11411,11411,8270,-3141
112263,75738,71934,4203,4203,4316,113
112264,9443,0,-0,-0,-0,-0
112265,24197,0,-0,-0,-0,-0
112266,230164,230164,29147,29147,21726,-7421
112267,89413,89217,5902,5902,5353,-549
112268,24554,0,-0,-0,-0,-0
112269,59478,59478,3406,3406,3569,163
112270,81293,0,-0,-0,-0,-0
112271,21326,21326,964,964,1280,316
112272,11739,0,-0,-0,-0,-0
112273,63391,63391,3656,3656,3803,148
112274,31304,31304,1602,1602,1878,276
112275,281739,0,-0,-0,-0,-0
112276,270000,0,-0,-0,-0,-0
112277,65465,50135,2808,2808,3008,201
112278,78652,75766,4448,4448,4546,98
112279,64565,64565,3731,3731,3874,143
112280,18783,18783,801,801,1127,326
112281,6261,0,-0,-0,-0,-0
112282,52826,52826,2980,2980,3170,190
112283,86283,45783,2529,2529,2747,218
112284,64956,0,-0,-0,-0,-0
112285,86576,15261,576,576,916,340
112286,22011,0,-0,-0,-0,-0
112287,60261,56861,3238,3238,3412,174
112288,58304,56348,3205,3205,3381,176
112289,48522,48522,2704,2704,2911,207
112290,9900,0,-0,-0,-0,-0
112291,9900,0,-0,-0,-0,-0
112292,19291,0,-0,-0,-0,-0
112293,40696,36391,1928,1928,2183,256
112294,33261,32283,1665,1665,1937,272
112295,103304,86870,5646,5646,5212,-434
112296,79239,79239,4816,4816,4754,-62
112297,62217,0,-0,-0,-0,-0
112298,90450,86561,5613,5613,5194,-419
112299,507796,317935,47895,47895,35770,-12125
112300,40578,0,-0,-0,-0,-0
112301,43043,43043,2354,2354,2583,229
112302,7392,0,-0,-0,-0,-0
112303,44120,17609,726,726,1057,331
112304,50870,50870,2855,2855,3052,198
112305,21130,0,-0,-0,-0,-0
112306,167087,0,-0,-0,-0,-0
112307,415565,397540,65389,65389,48506,-16883
112308,18602,11508,335,335,690,355
112309,46623,46623,2583,2583,2797,215
112310,24464,0,-0,-0,-0,-0
112311,8656,8656,166,166,519,353
112312,34340,0,-0,-0,-0,-0
112313,3860,0,-0,-0,-0,-0
112314,38951,38951,2092,2092,2337,245
112315,65587,60603,3477,3477,3636,159
112316,6610,0,-0,-0,-0,-0
112317,80656,80656,4970,4970,4839,-131
112318,5902,0,-0,-0,-0,-0
112319,14164,0,-0,-0,-0,-0
112320,85770,85770,5527,5527,5146,-380
112321,15344,0,-0,-0,-0,-0
112322,30295,30295,1538,1538,1818,280
112323,66787,66492,3854,3854,3990,135
112324,17626,17626,727,727,1058,331
112325,19180,19180,826,826,1151,324
112326,22721,0,-0,-0,-0,-0
112327,26656,0,-0,-0,-0,-0
112328,16525,0,-0,-0,-0,-0
112329,60393,45246,2495,2495,2715,220
112330,92262,92262,6233,6233,5536,-697
112331,42295,42295,2306,2306,2538,232
112332,7869,0,-0,-0,-0,-0
112333,118033,0,-0,-0,-0,-0
112334,64442,64442,3723,3723,3867,143
112335,53304,47337,2628,2628,2840,212
112336,171050,171050,17029,17029,12268,-4762
112337,22634,0,-0,-0,-0,-0
112338,12530,0,-0,-0,-0,-0
112339,161602,157522,14605,14605,10104,-4502
112340,3978,0,-0,-0,-0,-0
112341,135249,135249,10998,10998,8115,-2883
112342,107145,107145,7852,7852,6429,-1423
112343,10144,0,-0,-0,-0,-0
112344,23131,23131,1079,1079,1388,309
112345,92685,77217,4596,4596,4633,37
112346,75580,67226,3901,3901,4034,132
112347,45348,45348,2501,2501,2721,220
112348,201717,95870,6625,6625,5752,-873
112349,22304,0,-0,-0,-0,-0
112350,105652,105652,7690,7690,6339,-1351
112351,11837,9391,200,200,563,364
112352,206609,112500,8435,8435,6750,-1685
112353,22304,0,-0,-0,-0,-0
112354,52963,44804,2989,2989,3178,189
112355,49304,49304,2754,2754,2958,204
112356,3522,3522,68,68,211,144
112357,50087,49304,2754,2754,2958,204
112358,28174,28174,1402,1402,1690,288
112359,46957,0,-0,-0,-0,-0
112360,70435,70435,4107,4107,4226,119
112361,59283,56348,3205,3205,3381,176
112362,177049,177049,18105,18105,13228,-4877
112363,94426,94426,6468,6468,5666,-803
112364,62951,0,-0,-0,-0,-0
112365,226623,0,-0,-0,-0,-0
112366,118033,44066,2419,2419,2644,225
112367,61672,0,-0,-0,-0,-0
112368,28918,28918,1450,1450,1735,285
112369,29508,27541,1362,1362,1652,291
112370,42492,42492,2318,2318,2550,231
112371,393848,381522,61621,61621,45943,-15678
112372,50283,0,-0,-0,-0,-0
112373,450978,429874,72994,72994,53680,-19314
112374,63978,61092,3509,3509,3665,157
112375,126196,122283,9499,9499,7337,-2162
112376,70435,0,-0,-0,-0,-0
112377,85696,79826,5263,5263,5001,-262
112378,121793,117464,8975,8975,7048,-1927
112379,36685,36685,1947,1947,2201,254
112380,125217,120326,9818,9818,7513,-2305
112381,142533,111913,8371,8371,6715,-1656
112382,31304,20348,901,901,1221,320
112383,250435,182032,18998,18998,14025,-4972
112384,2739,2739,53,53,164,112
112385,82369,70630,4119,4119,4238,119
112386,132554,128224,10146,10146,7693,-2452
112387,326812,0,-0,-0,-0,-0
112388,21130,21130,951,951,1268,317
112389,8217,0,-0,-0,-0,-0
112390,142630,102891,7389,7389,6173,-1216
112391,31649,9155,185,185,549,364
112392,104087,61043,3506,3506,3663,157
112393,46956,5870,113,113,352,239
112394,55467,0,-0,-0,-0,-0
112395,23478,0,-0,-0,-0,-0
112396,783,0,-0,-0,-0,-0
112397,69261,2543,49,49,153,104
112398,12913,5723,110,110,343,233
112399,5478,-440,-8,-8,-26,-18
112400,55467,0,-0,-0,-0,-0
112401,5870,0,-0,-0,-0,-0
112402,81685,79263,4819,4819,4756,-63
112403,75033,71535,4177,4177,4292,115
112404,35217,35217,1853,1853,2113,260
112405,57443,0,-0,-0,-0,-0
112406,61770,61770,3552,3552,3706,154
112407,57836,51934,2923,2923,3116,193
112408,68577,68577,3988,3988,4115,127
112409,3934,3934,76,76,236,161
112410,62754,0,-0,-0,-0,-0
112411,64229,61803,3554,3554,3708,154
112412,71803,67606,3926,3926,4056,131
112413,7416,-60,-1,-1,-4,-2
112414,75246,72359,4230,4230,4342,112
112415,20734,20734,926,926,1244,318
112416,45325,45325,2500,2500,2719,220
112417,15148,0,-0,-0,-0,-0
112418,15148,0,-0,-0,-0,-0
112419,16131,0,-0,-0,-0,-0
112420,85574,82687,5191,5191,4961,-230
112421,56656,56656,3225,3225,3399,174
112422,69049,66163,3833,3833,3970,136
112423,13770,0,264,264,826,562
112424,37770,37770,2016,2016,2266,250
112425,61377,61377,3527,3527,3683,156
112426,3714,0,-0,-0,-0,-0
112427,140870,35566,1875,1875,2134,259
112428,3130,0,-0,-0,-0,-0
112429,154956,154956,14151,14151,9693,-4458
112430,508445,0,-0,-0,-0,-0
112431,6261,0,-0,-0,-0,-0
112432,2191,0,-0,-0,-0,-0
112433,399244,0,-0,-0,-0,-0
112434,117391,70435,4107,4107,4226,119
112435,15456,0,-0,-0,-0,-0
112436,76304,70435,4107,4107,4226,119
112437,117783,104087,7519,7519,6245,-1274
112438,113165,96559,6700,6700,5794,-907
112439,7043,7043,135,135,423,287
112440,63000,0,-0,-0,-0,-0
112441,14870,0,-0,-0,-0,-0
112442,32870,32870,1703,1703,1972,270
112443,132261,0,-0,-0,-0,-0
112444,23478,0,-0,-0,-0,-0
112445,1339235,82411739961,288370,288370,84707,-203663
112446,271565,0,-0,-0,-0,-0
112447,32243,2113,41,41,127,86
112448,64174,0,-0,-0,-0,-0
112449,126885,123999,9686,9686,7440,-2246
112450,16131,0,-0,-0,-0,-0
112451,29902,0,-0,-0,-0,-0
