id_n,tot_inc,taxable_income,pitax,pitax1,pitax2,pitax_diff
7251,48913,48913,2729,2729,2935,205
7252,39717,39717,2141,2141,2383,242
7253,962022,0,-0,-0,-0,-0
7254,50087,50087,2804,2804,3005,201
7255,26315,10565,275,275,634,359
7256,10957,10957,300,300,657,357
7257,217663,139891,11740,11740,8393,-3347
7258,7826,7826,150,150,470,319
7259,54235,2543,49,49,153,104
7260,81391,81391,5050,5050,4883,-167
7261,27391,10957,300,300,657,357
7262,22696,0,-0,-0,-0,-0
7263,22011,0,-0,-0,-0,-0
7264,89413,66130,3831,3831,3968,137
7265,31790,7043,135,135,423,287
7266,100565,97679,6822,6822,5861,-962
7267,76304,76304,4497,4497,4578,82
7268,63391,63391,3656,3656,3803,148
7269,185772,23478,1102,1102,1409,307
7270,23478,23478,1102,1102,1409,307
7271,77185,76304,4497,4497,4578,82
7272,23478,23478,1102,1102,1409,307
7273,81376,75237,4414,4414,4514,100
7274,35217,35217,1853,1853,2113,260
7275,62213,40696,2203,2203,2442,238
7276,15261,15261,576,576,916,340
7277,26557,26557,1299,1299,1593,295
7278,17115,11803,354,354,708,354
7279,33049,1967,38,38,118,80
7280,9246,1967,38,38,118,80
7281,185410,155870,14309,14309,9839,-4470
7282,73920,21639,984,984,1298,315
7283,80262,80262,4927,4927,4816,-112
7284,77707,63738,3678,3678,3824,146
7285,15474,0,-0,-0,-0,-0
7286,61967,60984,3502,3502,3659,157
7287,11803,11803,354,354,708,354
7288,9836,9836,228,228,590,362
7289,169279,141347,11973,11973,8481,-3492
7290,66974,64052,3698,3698,3843,145
7291,156260,148389,13100,13100,8903,-4197
7292,15148,0,-0,-0,-0,-0
7293,503606,447509,77142,77142,56501,-20640
7294,23803,14164,505,505,850,344
7295,2105,0,-0,-0,-0,-0
7296,39989,0,-0,-0,-0,-0
7297,17115,0,-0,-0,-0,-0
7298,75182,75182,4411,4411,4511,100
7299,1392,398,8,8,24,16
7300,26851,25856,1254,1254,1551,298
7301,108597,108597,8010,8010,6516,-1494
7302,72000,71602,4181,4181,4296,115
7303,219580,164188,15800,15800,11170,-4630
7304,156232,156232,14374,14374,9897,-4477
7305,99447,99447,7015,7015,5967,-1048
7306,19492,19492,846,846,1170,323
7307,63845,63845,3685,3685,3831,146
7308,716,716,14,14,43,29
7309,14320,6086,117,117,365,248
7310,92784,88508,5825,5825,5310,-514
7311,21522,0,-0,-0,-0,-0
7312,138913,0,-0,-0,-0,-0
7313,47054,24457,1164,1164,1467,303
7314,34337,11739,350,350,704,354
7315,22598,0,-0,-0,-0,-0
7316,57389,18587,788,788,1115,327
7317,14772,0,-0,-0,-0,-0
7318,20641,20641,920,920,1238,319
7319,63391,49891,2792,2792,2993,202
7320,3326,3326,64,64,200,136
7321,30295,0,-0,-0,-0,-0
7322,10623,8852,170,170,531,361
7323,107410,103933,7503,7503,6236,-1267
7324,114098,114098,8609,8609,6846,-1763
7325,61377,61377,3527,3527,3683,156
7326,85806,5902,113,113,354,241
7327,30295,0,-0,-0,-0,-0
7328,57785,0,-0,-0,-0,-0
7329,82623,82623,5184,5184,4957,-227
7330,61377,61377,3527,3527,3683,156
7331,59016,59016,3376,3376,3541,165
7332,82076,62404,3593,3593,3744,151
7333,12590,0,-0,-0,-0,-0
7334,277239,277239,39202,39202,29258,-9944
7335,145761,142874,12218,12218,8572,-3645
7336,44609,0,-0,-0,-0,-0
7337,19565,14674,538,538,880,342
7338,277090,277090,39171,39171,29234,-9936
7339,8217,8217,158,158,493,335
7340,163467,152609,13775,13775,9317,-4458
7341,68087,61043,3506,3506,3663,157
7342,295043,240652,31387,31387,23404,-7983
7343,57815,0,-0,-0,-0,-0
7344,110641,0,-0,-0,-0,-0
7345,58696,0,-0,-0,-0,-0
7346,69261,0,-0,-0,-0,-0
7347,87938,22891,1064,1064,1373,310
7348,111811,72391,4232,4232,4343,112
7349,9783,9783,225,225,587,362
7350,91957,0,-0,-0,-0,-0
7351,46957,46957,2604,2604,2817,213
7352,8804,8804,169,169,528,359
7353,51148,51148,2872,2872,3069,196
7354,35410,29508,1487,1487,1770,283
7355,15344,5902,113,113,354,241
7356,28328,18885,808,808,1133,326
7357,57285,39344,2117,2117,2361,244
7358,41209,0,-0,-0,-0,-0
7359,228590,222295,27466,27466,20467,-6999
7360,30771,0,-0,-0,-0,-0
7361,9687,7869,151,151,472,321
7362,28753,0,-0,-0,-0,-0
7363,55039,0,-0,-0,-0,-0
7364,32003,0,-0,-0,-0,-0
7365,14164,14164,505,505,850,344
7366,94426,94426,6468,6468,5666,-803
7367,41009,0,-0,-0,-0,-0
7368,69261,69261,4032,4032,4156,124
7369,22304,0,-0,-0,-0,-0
7370,144196,141457,11991,11991,8487,-3503
7371,21130,9391,200,200,563,364
7372,54000,54000,3055,3055,3240,185
7373,29739,19565,851,851,1174,323
7374,89022,89022,5880,5880,5341,-539
7375,284674,281787,40174,40174,29986,-10188
7376,110054,101739,7264,7264,6104,-1160
7377,7043,1174,23,23,70,48
7378,34043,0,-0,-0,-0,-0
7379,34337,0,-0,-0,-0,-0
7380,72704,0,-0,-0,-0,-0
7381,104519,104519,7567,7567,6271,-1295
7382,109565,75130,4407,4407,4508,101
7383,70435,70435,4107,4107,4226,119
7384,287154,236066,30408,30408,22670,-7737
7385,60984,57278,3265,3265,3437,172
7386,94426,94426,6468,6468,5666,-803
7387,257606,246458,32627,32627,24333,-8294
7388,73133,0,-0,-0,-0,-0
7389,132197,84984,5441,5441,5099,-342
7390,255541,239773,31200,31200,23264,-7936
7391,2361,2361,45,45,142,96
7392,4052,334,6,6,20,14
7393,252197,243934,32088,32088,23929,-8159
7394,80217,75887,4456,4456,4553,98
7395,82174,82174,5135,5135,4930,-205
7396,117391,117391,8967,8967,7043,-1924
7397,87946,83616,5292,5292,5017,-275
7398,12,0,-0,-0,-0,-0
7399,122087,122087,9478,9478,7325,-2153
7400,9587,0,-0,-0,-0,-0
7401,26022,0,-0,-0,-0,-0
7402,112500,108170,7964,7964,6490,-1474
7403,22304,0,-0,-0,-0,-0
7404,60777,9783,225,225,587,362
7405,62055,62055,3570,3570,3723,153
7406,93083,93083,6322,6322,5585,-737
7407,16707,16707,668,668,1002,334
7408,67326,15912,617,617,955,337
7409,30431,30431,1547,1547,1826,279
7410,70707,67821,3939,3939,4069,130
7411,3978,3381,65,65,203,138
7412,89304,80200,4921,4921,4812,-109
7413,26393,0,-0,-0,-0,-0
7414,50121,50121,2807,2807,3007,201
7415,118144,59668,3418,3418,3580,162
7416,22674,0,-0,-0,-0,-0
7417,42762,0,-0,-0,-0,-0
7418,140870,140870,11897,11897,8452,-3445
7419,8804,0,-0,-0,-0,-0
7420,35217,35217,1853,1853,2113,260
7421,45000,45000,2479,2479,2700,221
7422,93913,93913,6413,6413,5635,-778
7423,45783,0,-0,-0,-0,-0
7424,33550,0,-0,-0,-0,-0
7425,22304,0,-0,-0,-0,-0
7426,22304,0,-0,-0,-0,-0
7427,37565,37565,2003,2003,2254,251
7428,85500,84522,5391,5391,5071,-319
7429,19174,9783,225,225,587,362
7430,62609,54783,3105,3105,3287,182
7431,46956,46956,2604,2604,2817,213
7432,5870,5870,113,113,352,239
7433,93913,93913,6413,6413,5635,-778
7434,106229,106229,7753,7753,6374,-1379
7435,55399,0,-0,-0,-0,-0
7436,16525,0,-0,-0,-0,-0
7437,74361,0,-0,-0,-0,-0
7438,1263,0,-0,-0,-0,-0
7439,75443,69049,4018,4018,4143,125
7440,58131,53769,3040,3040,3226,186
7441,79790,57364,3270,3270,3442,172
7442,51934,29508,1487,1487,1770,283
7443,29508,29508,1487,1487,1770,283
7444,81738,0,-0,-0,-0,-0
7445,28328,28328,1412,1412,1700,288
7446,58131,0,-0,-0,-0,-0
7447,5902,5902,113,113,354,241
7448,1967,1967,38,38,118,80
7449,3885,0,-0,-0,-0,-0
7450,89803,53902,5189,5189,5241,52
7451,79279,56720,3229,3229,3403,174
7452,169967,0,-0,-0,-0,-0
7453,66098,66098,3829,3829,3966,137
7454,58649,0,-0,-0,-0,-0
7455,5674,5674,109,109,340,231
7456,86283,79605,4856,4856,4776,-80
7457,15848,0,-0,-0,-0,-0
7458,22598,0,-0,-0,-0,-0
7459,58696,58696,3355,3355,3522,166
7460,107260,0,-0,-0,-0,-0
7461,58696,58696,3355,3355,3522,166
7462,5283,5283,101,101,317,216
7463,489,489,9,9,29,20
7464,63638,0,-0,-0,-0,-0
7465,21130,0,-0,-0,-0,-0
7466,47669,0,-0,-0,-0,-0
7467,32470,0,-0,-0,-0,-0
7468,15869,0,-0,-0,-0,-0
7469,90861,79068,4797,4797,4744,-53
7470,11739,0,-0,-0,-0,-0
7471,9783,9783,225,225,587,362
7472,131087,128200,10143,10143,7692,-2451
7473,2935,0,-0,-0,-0,-0
7474,23478,7826,150,150,470,319
7475,9391,0,-0,-0,-0,-0
7476,10565,998,19,19,60,41
7477,15597,0,-0,-0,-0,-0
7478,6629,0,-0,-0,-0,-0
7479,60456,49304,2754,2754,2958,204
7480,65348,64174,3706,3706,3850,144
7481,3913,3913,75,75,235,160
7482,12130,6207,119,119,372,253
7483,54783,54783,3105,3105,3287,182
7484,37770,37770,2016,2016,2266,250
7485,35410,35410,1865,1865,2125,259
7486,29508,5902,113,113,354,241
7487,31963,0,-0,-0,-0,-0
7488,58229,0,-0,-0,-0,-0
7489,27541,24654,1177,1177,1479,302
7490,26557,2302,44,44,138,94
7491,26451,0,-0,-0,-0,-0
7492,21246,0,-0,-0,-0,-0
7493,99332,23607,1110,1110,1416,307
7494,10918,4623,89,89,277,189
7495,54094,17609,726,726,1057,331
7496,24535,0,-0,-0,-0,-0
7497,54779,21522,976,976,1291,315
7498,58696,58696,3355,3355,3522,166
7499,50087,50087,2804,2804,3005,201
7500,59478,29348,1477,1477,1761,284
7501,14087,14087,500,500,845,345
7502,30522,23478,1102,1102,1409,307
7503,72391,70435,4107,4107,4226,119
7504,72391,70435,4107,4107,4226,119
7505,72391,70435,4107,4107,4226,119
7506,65739,65739,3806,3806,3944,138
7507,17609,17609,726,726,1057,331
7508,52630,0,-0,-0,-0,-0
7509,85696,71974,4205,4205,4318,113
7510,142826,122935,11734,11734,8570,-3165
7511,11739,11739,350,350,704,354
7512,94989,92102,6216,6216,5526,-689
7513,62120,62120,3575,3575,3727,153
7514,70435,70435,4107,4107,4226,119
7515,58304,55957,3180,3180,3357,177
7516,61043,61043,3506,3506,3663,157
7517,41654,0,-0,-0,-0,-0
7518,17609,0,-0,-0,-0,-0
7519,27000,-2641,-51,-51,-158,-108
7520,105652,105652,7690,7690,6339,-1351
7521,9391,0,-0,-0,-0,-0
7522,88278,0,-0,-0,-0,-0
7523,93913,93130,6327,6327,5588,-740
7524,79043,79043,4795,4795,4743,-52
7525,119348,119348,9180,9180,7161,-2019
7526,25591,0,-0,-0,-0,-0
7527,71217,70043,4082,4082,4203,121
7528,9861,0,-0,-0,-0,-0
7529,95283,29348,1477,1477,1761,284
7530,93619,78970,4787,4787,4738,-49
7531,51148,51148,2872,2872,3069,196
7532,5799,5115,98,98,307,209
7533,113902,68260,3968,3968,4096,128
7534,65508,53115,3187,3187,3364,177
7535,47410,45443,2507,2507,2727,219
7536,11803,11803,354,354,708,354
7537,58525,56656,3225,3225,3399,174
7538,45934,43048,2354,2354,2583,229
7539,49075,0,-0,-0,-0,-0
7540,35801,0,-0,-0,-0,-0
7541,7160,0,-0,-0,-0,-0
7542,15060,0,-0,-0,-0,-0
7543,22674,0,-0,-0,-0,-0
7544,74180,0,-0,-0,-0,-0
7545,20287,9547,210,210,573,363
7546,54845,39130,2103,2103,2348,245
7547,7826,7826,150,150,470,319
7548,9779,0,-0,-0,-0,-0
7549,132652,0,-0,-0,-0,-0
7550,102326,94500,6476,6476,5670,-806
7551,54786,0,-0,-0,-0,-0
7552,5870,5870,113,113,352,239
7553,15261,0,-0,-0,-0,-0
7554,58696,22891,1064,1064,1373,310
7555,7869,0,-0,-0,-0,-0
7556,11213,0,-0,-0,-0,-0
7557,22623,0,-0,-0,-0,-0
7558,1967,0,-0,-0,-0,-0
7559,7727,0,-0,-0,-0,-0
7560,88525,88525,5826,5826,5311,-515
7561,39344,39344,2117,2117,2361,244
7562,62951,62951,3628,3628,3777,149
7563,15816,0,-0,-0,-0,-0
7564,66295,63408,3657,3657,3805,147
7565,61377,61377,3527,3527,3683,156
7566,29508,29508,1487,1487,1770,283
7567,59016,59016,3376,3376,3541,165
7568,66295,63408,3657,3657,3805,147
7569,77508,74622,4375,4375,4477,103
7570,60590,57704,3292,3292,3462,170
7571,153443,153443,13909,13909,9451,-4458
7572,22873,0,-0,-0,-0,-0
7573,35801,0,-0,-0,-0,-0
7574,22873,0,-0,-0,-0,-0
7575,51713,51713,2909,2909,3103,194
7576,160110,156229,14374,14374,9897,-4477
7577,75978,68022,3952,3952,4081,129
7578,12331,0,-0,-0,-0,-0
7579,23032,0,-0,-0,-0,-0
7580,142210,137880,11419,11419,8273,-3146
7581,71602,62055,3570,3570,3723,153
7582,62055,62055,3570,3570,3723,153
7583,101039,98152,6874,6874,5889,-985
7584,46343,46343,2565,2565,2781,216
7585,56387,0,-0,-0,-0,-0
7586,70110,39282,2113,2113,2357,244
7587,69163,0,-0,-0,-0,-0
7588,153685,35217,1853,1853,2113,260
7589,4500,4500,86,86,270,184
7590,104478,78556,4742,4742,4713,-28
7591,492378,0,-0,-0,-0,-0
7592,70435,70435,4107,4107,4226,119
7593,35217,35217,1853,1853,2113,260
7594,93913,0,-0,-0,-0,-0
7595,57836,0,-0,-0,-0,-0
7596,96590,85178,5462,5462,5111,-352
7597,22721,0,-0,-0,-0,-0
7598,75541,75541,4434,4434,4532,99
7599,157377,154490,14076,14076,9618,-4458
7600,135934,61967,3565,3565,3718,153
7601,85989,30522,1552,1552,1831,279
7602,35217,32870,1703,1703,1972,270
7603,5870,5870,113,113,352,239
7604,55957,55957,3180,3180,3357,177
7605,91369,87040,5665,5665,5222,-442
7606,55761,49646,2776,2776,2979,202
7607,62022,61043,3506,3506,3663,157
7608,76304,76304,4497,4497,4578,82
7609,3130,0,-0,-0,-0,-0
7610,140870,0,-0,-0,-0,-0
7611,3522,3522,68,68,211,144
7612,82663,50870,2855,2855,3052,198
7613,22011,21522,976,976,1291,315
7614,91350,76304,4497,4497,4578,82
7615,92348,89461,5928,5928,5368,-561
7616,3287,0,-0,-0,-0,-0
7617,58011,56348,3205,3205,3381,176
7618,51848,51848,2917,2917,3111,194
7619,119700,113526,8546,8546,6812,-1735
7620,3228,0,-0,-0,-0,-0
7621,63798,0,-0,-0,-0,-0
7622,84815,70459,4108,4108,4228,119
7623,85206,71731,4190,4190,4304,114
7624,37565,37565,2003,2003,2254,251
7625,70435,70435,4107,4107,4226,119
7626,23478,23478,1102,1102,1409,307
7627,216196,0,-0,-0,-0,-0
7628,6574,0,-0,-0,-0,-0
7629,117391,117391,8967,8967,7043,-1924
7630,65739,0,-0,-0,-0,-0
7631,164348,164348,15828,15828,11196,-4633
7632,34435,34435,1803,1803,2066,263
7633,88043,88043,5774,5774,5283,-491
7634,43435,30522,1552,1552,1831,279
7635,122674,122674,9542,9542,7360,-2181
7636,61043,61043,3506,3506,3663,157
7637,61043,61043,3506,3506,3663,157
7638,68674,66130,3831,3831,3968,137
7639,42261,42261,2304,2304,2536,232
7640,35217,35217,1853,1853,2113,260
7641,978,0,-0,-0,-0,-0
7642,37506,0,-0,-0,-0,-0
7643,186359,183913,19335,19335,14326,-5008
7644,127174,127174,10031,10031,7630,-2401
7645,6261,0,-0,-0,-0,-0
7646,68674,66130,3831,3831,3968,137
7647,6261,0,-0,-0,-0,-0
7648,57913,55957,3180,3180,3357,177
7649,101739,101739,7264,7264,6104,-1160
7650,6261,0,-0,-0,-0,-0
7651,143804,142361,12136,12136,8542,-3594
7652,9509,0,-0,-0,-0,-0
7653,76304,76304,4497,4497,4578,82
7654,102295,0,-0,-0,-0,-0
7655,63738,59410,3401,3401,3565,163
7656,26754,23607,1110,1110,1416,307
7657,787,0,-0,-0,-0,-0
7658,8309,0,-0,-0,-0,-0
7659,3148,0,-0,-0,-0,-0
7660,42492,42492,2318,2318,2550,231
7661,80262,80262,4927,4927,4816,-112
7662,5902,0,-0,-0,-0,-0
7663,122951,120064,9258,9258,7204,-2054
7664,14066,0,-0,-0,-0,-0
7665,31696,31696,1627,1627,1902,274
7666,24867,0,-0,-0,-0,-0
7667,26804,11739,350,350,704,354
7668,129130,117391,8967,8967,7043,-1924
7669,6359,0,-0,-0,-0,-0
7670,18000,0,-0,-0,-0,-0
7671,128935,127174,10031,10031,7630,-2401
7672,139793,137348,11333,11333,8241,-3093
7673,27391,0,-0,-0,-0,-0
7674,76304,76304,4497,4497,4578,82
7675,316448,252702,33961,33961,25332,-8629
7676,78746,57717,3293,3293,3463,170
7677,21913,21913,1001,1001,1315,313
7678,80804,73761,4320,4320,4426,106
7679,113869,105065,7626,7626,6304,-1322
7680,65543,60652,3481,3481,3639,158
7681,105246,85574,5505,5505,5134,-371
7682,16131,787,15,15,47,32
7683,41823,33386,1736,1736,2003,268
7684,88525,88525,5826,5826,5311,-515
7685,92459,75934,4459,4459,4556,97
7686,70820,23607,1110,1110,1416,307
7687,77701,0,-0,-0,-0,-0
7688,161862,17705,732,732,1062,330
7689,11992,0,-0,-0,-0,-0
7690,146361,134031,10803,10803,8042,-2761
7691,49967,49180,2746,2746,2951,204
7692,119410,112131,8395,8395,6728,-1667
7693,62518,0,-0,-0,-0,-0
7694,99344,99344,7003,7003,5961,-1043
7695,2927,0,-0,-0,-0,-0
7696,15144,14754,543,543,885,342
7697,155012,38361,2054,2054,2302,248
7698,12984,5902,113,113,354,241
7699,21246,18885,808,808,1133,326
7700,66877,0,-0,-0,-0,-0
7701,15344,9443,203,203,567,363
7702,63738,61377,3527,3527,3683,156
7703,63738,61377,3527,3527,3683,156
7704,122519,122519,9525,9525,7351,-2174
7705,347470,344583,53587,53587,40033,-13554
7706,169459,166572,16227,16227,11552,-4676
7707,43767,12709,412,412,763,350
7708,92088,77666,4645,4645,4660,15
7709,5633,0,-0,-0,-0,-0
7710,44552,11934,363,363,716,353
7711,77370,68119,3959,3959,4087,129
7712,71602,0,-0,-0,-0,-0
7713,11934,0,-0,-0,-0,-0
7714,80552,77666,4645,4645,4660,15
7715,96663,93776,6398,6398,5627,-771
7716,81391,81391,5050,5050,4883,-167
7717,149682,0,-0,-0,-0,-0
7718,104283,104283,7541,7541,6257,-1284
7719,3130,0,-0,-0,-0,-0
7720,95087,92200,6226,6226,5532,-694
7721,95087,92200,6226,6226,5532,-694
7722,88525,56656,3225,3225,3399,174
7723,203803,200917,22900,22900,17047,-5853
7724,72688,68031,3953,3953,4082,129
7725,166918,159310,14926,14926,10390,-4536
7726,4214,0,-0,-0,-0,-0
7727,101359,76735,4544,4544,4604,61
7728,15934,0,-0,-0,-0,-0
7729,142623,139736,11716,11716,8384,-3331
7730,75295,73672,4314,4314,4420,106
7731,324590,295082,43014,43014,32113,-10900
7732,6689,0,-0,-0,-0,-0
7733,87946,72733,4352,4352,4462,110
7734,44773,36244,1919,1919,2175,256
7735,30130,25611,1238,1238,1537,299
7736,140869,56348,3205,3205,3381,176
7737,26413,26413,1289,1289,1585,295
7738,15521,10956,300,300,657,357
7739,122024,88920,5869,5869,5335,-534
7740,380935,264033,36381,36381,27145,-9236
7741,15261,0,-0,-0,-0,-0
